,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[137, 498]","[215, 356, 484, 331, 113]","[273, 172, 370, 275, 343]","[234, 257, 87]",34,89
1,"['Vicente Guaita', 'Kepa Arrizabalaga']","['Wes Morgan', 'Ben Davies', 'Lucas Digne', 'Maya Yoshida', 'César Azpilicueta']","['Kevin De Bruyne', 'Gylfi Sigurdsson', 'Lucas Rodrigues Moura da Silva', 'Leroy Sané', 'Nathan Redmond']","['Jamie Vardy', 'Roberto Firmino', 'Chris Wood']",34,89
