,goalkeeper1,goalkeeper2,defender1,defender2,defender3,defender4,defender5,midfielder1,midfielder2,midfielder3,midfielder4,midfielder5,forward1,forward2,forward3,gameweek,score
0,Jordan Pickford,Tom Heaton,Sead Kolasinac,Nathaniel Clyne,Fabian Schär,Michael Keane,José Holebas,João Filipe Iria Santos Moutinho,Diogo Jota,Dan Gosling,Richarlison de Andrade,Dan Gosling,Glenn Murray,Aleksandar Mitrovic,Aleksandar Mitrovic,25,39
