,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[351, 445]","[353, 72, 425, 484, 246]","[122, 275, 390, 489, 370]","[257, 493, 419]",18,45
1,"['Hugo Lloris', 'Ben Foster']","['Toby Alderweireld', 'James Tarkowski', 'Matt Doherty', 'Lucas Digne', 'Virgil van Dijk']","['Eden Hazard', 'Leroy Sané', 'Abdoulaye Doucouré', 'Robert Snodgrass', 'Lucas Rodrigues Moura da Silva']","['Roberto Firmino', 'Salomón Rondón', 'Javier Hernández Balcázar']",18,45
