,total_points_prev,current_gw,assists,big_chances_created,clean_sheets,clearances_blocks_interceptions,dribbles,errors_leading_to_goal,ict_index,key_passes,penalties_missed,penalties_saved,position_number,total_points,prediction
3441,0,27,0,0,0,0,0,0,0,0,0,0,4,0,0.125058204
3442,1,28,0,0,0,0,0,0,0,0,0,0,4,0,0.125058204
3443,0,29,0,0,0,0,0,0,1.6,0,0,0,4,0.4,0.604695559
3444,4,30,0,0,0,0,0,0,1.2,0,0,0,4,0.3,0.654199958
3445,1,31,0.4,0.4,0,0,0,0,1.88,0.4,0,0,4,1.75,1.143757105
3446,0,32,0.3,0.3,0,0,0,0,2.24,0.3,0,0,4,1.7,1.190221429
3447,0,33,0.15,0.15,0,0,0,0,1.34,0.15,0,0,4,0.95,0.595547318
3448,0,34,0.1,0.1,0,0,0,0,0.65,0.1,0,0,4,0.55,0.193790555
3449,0,35,0.05,0.05,0,0,0,0,0.38,0.05,0,0,4,0.3,0.125058204
3450,1,36,0,0,0,0,0,0,0.11,0,0,0,4,0.05,0.125058204
3451,1,37,0,0,0,0,0.4,0,0.04,0,0,0,4,0.4,0.125058204
3452,0,6,0,0.05,0,0.2,0,0,0.31,0.1,0,0,3,0.05,0.125058204
3453,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3454,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3455,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3456,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3457,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3458,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3459,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3460,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3461,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3462,1,16,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3463,8,17,0,0,0,0,0,0,0.32,0,0,0,3,0.4,0.496437043
3464,5,18,0,0.4,0.4,0.4,0,0,6.48,0.4,0,0,3,3.5,4.137109756
3465,2,19,0.4,0.7,0.3,1.1,2,0,6.88,0.7,0,0,3,4.55,4.498212814
3466,3,20,0.3,0.45,0.15,1.55,2.3,0,7.74,1.65,0,0,3,3.6,4.540202141
3467,3,21,0.15,0.25,0.5,1,1.75,0,7.48,1.95,0,0,3,3.4,4.580143452
3468,2,22,0.1,0.15,0.75,2.55,1.1,0,6.46,1.6,0,0,3,3.3,4.437950611
3469,6,23,0.05,0.05,0.45,2.6,2.6,0,6.545,2.15,0,0,3,2.6,4.235353947
3470,5,24,0.4,0,0.25,4.65,2.1,0,6.225,1.8,0,0,3,3.85,4.236584663
3471,1,25,0.7,0,0.15,3.6,1.5,0,6.795,1.75,0,0,3,4.55,4.274733543
3472,2,26,0.45,0,0.05,1.95,0.95,0,4.65,1.1,0,0,3,3.15,2.832379341
3473,2,27,0.25,0,0,1.45,0.5,0,3.195,0.95,0,0,3,2.55,1.80209446
3474,8,28,0.15,0,0,1.2,1.75,0,2.445,0.55,0,0,3,2.35,1.833943129
3475,9,29,0.05,0,0,0.9,2.45,0,3.63,0.25,0,0,3,4.45,2.513460398
3476,2,30,0,0.4,0.4,2.55,1.9,0,5.97,0.5,0,0,3,6.55,3.954865456
3477,8,31,0,0.3,0.3,2.6,1.55,0,5.73,1.15,0,0,3,5,3.915480137
3478,2,32,0.4,0.55,0.55,1.9,2.15,0,7.175,2.35,0,0,3,6.05,4.722107887
3479,2,33,0.3,0.4,0.4,3.15,1.3,0,5.36,1.6,0,0,3,4.8,3.677871466
3480,1,34,0.15,0.2,0.2,4.5,0.6,0,3.445,0.85,0,0,3,3.25,2.413408518
3481,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3482,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3483,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3484,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3485,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3486,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3487,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3488,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3489,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3490,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3491,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3492,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3493,0,18,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3494,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3495,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3496,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3497,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3498,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3499,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3500,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3501,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3502,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3503,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3504,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0.125058204
3505,1,6,0.05,0,0,0,0,0,1.565,0,0,0,4,0.6,0.646136403
3506,1,7,0,0,0,0.8,0,0,1.09,0,0,0,4,0.7,0.428509891
3507,0,8,0,0,0,0.6,0,0,1.595,0,0,0,4,0.85,0.614338279
3508,0,9,0,0,0,0.3,0,0,1.09,0,0,0,4,0.55,0.322465897
3509,0,10,0,0,0,0.2,0,0,0.505,0,0,0,4,0.3,0.125058204
3510,0,11,0,0,0,0.1,0,0,0.26,0,0,0,4,0.15,0.125058204
3511,0,12,0,0,0,0,0,0,0.12,0,0,0,4,0.05,0.125058204
3512,0,13,0,0,0,0,0,0,0,0,0,0,4,0,0.125058204
3513,2,6,0,0,0.25,1.4,0.3,0,1.515,0.1,0,0,3,1.2,1.174577236
3514,2,7,0,0,0.15,1.15,0.55,0,1.02,0.05,0,0,3,1.55,0.778685331
3515,1,8,0,0,0.05,0.7,0.3,0,0.945,0,0,0,3,1.75,0.498811245
3516,2,9,0,0,0,1.5,0.15,0,1.83,0,0,0,3,1.45,1.029761672
3517,0,10,0,0,0,1.8,0.1,0,2.55,0.8,0,0,3,1.65,1.141276002
3518,1,11,0,0,0,1.1,0.05,0,1.64,0.6,0,0,3,1.05,0.703456759
3519,0,12,0,0,0,1.8,0,0,2.29,1.1,0,0,3,0.9,0.940750241
3520,2,13,0,0,0,1.25,0,0,1.555,0.8,0,0,3,0.55,0.696593285
3521,2,14,0,0,0,1.35,0,0,1.055,0.4,0,0,3,1.05,0.526071072
3522,2,15,0,0,0,1.3,0,0,1.78,0.2,0,0,3,1.5,0.947724938
3523,3,16,0,0,0,1.15,0,0,1.66,0.1,0,0,3,1.75,0.958123565
3524,2,17,0,0.4,0.4,1.45,0,0,3.325,0.4,0,0,3,2.3,2.365774632
3525,2,18,0,0.3,0.3,2.55,0,0,3.425,0.3,0,0,3,2.3,2.383151054
3526,1,19,0,0.15,0.15,2.05,0,0,2.07,0.15,0,0,3,2.15,1.355784416
3527,3,20,0,0.1,0.1,1.15,0,0,1.135,0.1,0,0,3,1.7,0.844526529
3528,2,21,0,0.05,0.45,2.65,0,0,1.885,0.05,0,0,3,2.15,1.787136555
3529,2,22,0,0,0.3,2.2,0,0.4,1.475,0,0,0,3,2.15,1.372568607
3530,0,23,0,0,0.55,2.7,0,0.3,1.8,0,0,0,3,2.05,1.789568901
3531,1,24,0,0,0.4,1.85,0,0.15,1.235,0,0,0,3,1.25,1.261273861
3532,0,25,0,0,0.2,0.95,0,0.1,1.64,0.4,0,0,3,1.05,0.971719146
3533,2,26,0,0,0.1,0.45,0,0.05,1.055,0.3,0,0,3,0.6,0.628625154
3534,2,27,0,0,0.05,0.6,0,0,1.505,0.15,0,0,3,1.05,0.839226604
3535,0,28,0,0,0,0.7,0,0.4,1.52,0.1,0,0,3,1.5,0.715126157
3536,0,29,0,0,0,0.45,0,0.3,0.89,0.05,0,0,3,0.95,0.361009181
3537,2,30,0,0,0,0.25,0,0.15,0.445,0,0,0,3,0.5,0.233068556
3538,5,31,0,0,0.4,0.95,0,0.1,0.415,0,0,0,3,1.1,1.013346076
3539,0,32,0.4,0,0.7,2.25,0,0.05,3.185,0.8,0,0,3,2.7,2.829157591
3540,1,33,0.3,0,0.45,1.5,0,0,2.31,0.6,0,0,3,1.8,1.982321501
3541,0,34,0.15,0,0.25,0.8,0,0,2.685,0.7,0,0,3,1.35,1.641711235
3542,0,35,0.1,0,0.15,0.5,0,0,1.91,0.5,0,0,3,0.9,1.072664976
3543,0,36,0.05,0,0.05,0.2,0,0,0.945,0.25,0,0,3,0.4,0.413614273
3544,0,37,0,0,0,0,0,0,0.38,0.1,0,0,3,0.1,0.125058204
3545,1,6,0,0,0.25,0.65,0,0,3.83,0,0,0.15,1,4.1,2.471386194
3546,1,7,0,0,0.15,0.75,0,0,3.675,0,0,0.05,1,2.55,2.227675915
3547,3,8,0,0,0.05,0.45,0,0,2.285,0,0,0,1,1.45,1.443701863
3548,1,9,0,0,0,0.6,0,0,2.725,0,0,0,1,1.9,1.493985534
3549,0,10,0,0,0,0.8,0,0,2.295,0,0,0,1,1.6,1.221825123
3550,3,11,0,0,0,1.7,0,0,1.715,0,0,0,1,0.9,1.192229033
3551,2,12,0,0,0,1.15,0,0,1.855,0,0,0,1,1.7,1.153870344
3552,3,13,0,0,0,1,0,0,1.74,0,0,0,1,1.95,1.146202326
3553,3,14,0,0,0,1.05,0,0,2.945,0,0,0,1,2.3,1.788947225
3554,3,15,0,0,0,0.6,0,0,2.87,0,0,0,1,2.7,1.710746527
3555,8,16,0,0,0,0.65,0,0,4.3,0,0,0,1,2.9,2.796094894
3556,2,17,0,0,0.4,0.45,0,0,3.28,0,0,0,1,4.95,2.39549017
3557,1,18,0,0,0.3,0.6,0,0,3.32,0,0,0,1,4.1,2.231391668
3558,10,19,0,0,0.15,0.4,0,0,3.09,0,0,0,1,2.65,2.472946882
3559,15,20,0,0,0.5,0.6,0,0,3.325,0,0,0,1,5.55,3.415527582
3560,1,21,0,0,0.75,0.8,0,0,4.505,0,0,0.4,1,9.75,3.638784647
3561,10,22,0,0,0.45,1.3,0,0,3.44,0,0,0.3,1,6.6,3.261639595
3562,2,23,0,0,0.65,1.65,0,0,2.97,0,0,0.15,1,7.6,2.744641304
3563,1,24,0,0,0.45,1.05,0,0,3.38,0.4,0,0.1,1,5.95,2.471726418
3564,6,25,0,0,0.2,1.35,0,0,2.845,0.3,0,0.05,1,3.35,2.204582691
3565,5,26,0,0,0.5,0.9,0,0,2.105,0.15,0,0,1,4.05,2.130122185
3566,0,27,0,0,0.35,0.8,0,0,2.455,0.1,0,0,1,4.65,1.790834785
3567,1,28,0,0,0.15,0.5,0,0,1.91,0.05,0,0,1,2.6,1.281524181
3568,2,29,0,0,0.1,0.65,0,0,1.395,0,0,0,1,1.8,1.031984806
3569,7,30,0,0,0.05,0.4,0,0,2.18,0,0,0,1,1.9,1.681880713
3570,1,31,0,0,0.4,0.2,0,0,2.1,0,0,0,1,3.8,1.709930897
3571,4,32,0,0,0.3,0.1,0,0,1.41,0,0,0,1,2.9,1.396827698
3572,3,33,0,0,0.15,0.45,0,0,3.065,0,0,0,1,3.2,2.03585887
3573,6,34,0,0,0.1,1.5,0,0,3.91,0,0,0,1,3.35,2.704549313
3574,2,35,0,0,0.45,2.25,0,0,3.095,0,0,0,1,4.35,2.559087515
3575,2,36,0,0,0.3,1.85,0,0,2.995,0,0,0,1,3.5,2.268604755
3576,2,37,0,0,0.15,1.9,0,0,2.165,0,0,0,1,2.8,1.632899404
3577,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3578,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3579,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3580,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3581,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3582,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3583,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3584,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3585,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3586,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3587,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3588,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3589,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3590,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3591,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3592,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3593,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3594,0,23,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3595,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3596,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3597,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3598,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3599,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3600,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3601,0,30,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3602,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3603,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3604,0,33,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3605,0,34,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3606,0,35,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3607,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3608,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0.125058204
3609,0,6,0.7,0.4,0.25,8.2,0.1,0,5.26,1.5,0,0,2,3.95,4.049259663
3610,1,7,0.45,0.3,0.15,7.35,0.05,0,4.08,1.25,0,0,2,2.4,3.107794285
3611,2,8,0.25,0.15,0.05,8.55,0,0,4.785,1.6,0,0,2,1.55,3.25144434
3612,0,9,0.15,0.1,0,12.4,0,0,5.535,1,0,0,2,1.6,3.830617189
3613,0,10,0.05,0.05,0,9.85,0,0,4.335,0.85,0,0,2,0.9,2.909910202
3614,2,11,0,0,0,10.35,0,0,3.675,0.55,0,0,2,0.4,2.748839378
3615,2,12,0,0,0,9.85,0,0,4.065,0.65,0,0,2,1.05,2.891059637
3616,2,13,0,0,0,6.4,0,0,2.86,0.4,0,0,2,1.5,1.998669624
3617,7,14,0,0,0,6.05,0,0,2.215,0.2,0,0,2,1.7,1.993537664
3618,4,15,0.4,0.4,0,6.6,0,0,5.385,0.9,0,0,2,3.9,3.785525799
3619,5,16,0.7,0.3,0,8.15,0,0,6.215,0.65,0,0,2,4.3,4.701974869
3620,1,17,0.45,0.15,0.4,9.55,0.4,0,5.8,0.7,0,0,2,4.55,4.669438362
3621,0,18,0.25,0.1,0.3,8.4,0.3,0,4.895,0.9,0,0,2,3.3,3.672029495
3622,6,19,0.15,0.05,0.15,6.5,0.15,0,3.19,0.55,0,0,2,1.8,2.762306929
3623,5,20,0.05,0,0.5,11.35,0.1,0,3.235,0.25,0,0,2,3.25,3.601941824
3624,1,21,0,0,0.75,10.25,0.05,0,2.435,0.15,0,0,2,4.15,3.14088273
3625,6,22,0,0.4,0.45,7.65,0.4,0.4,3.065,0.45,0,0,2,2.85,3.240706444
3626,0,23,0,0.3,0.65,9.05,0.3,0.3,2.9,0.3,0,0,2,4.05,3.158301115
3627,0,24,0,0.15,0.45,5.7,0.15,0.15,1.68,0.15,0,0,2,2.75,1.919974804
3628,0,25,0,0.1,0.2,2.5,0.1,0.1,0.85,0.1,0,0,2,1.25,0.849113107
3629,0,26,0,0.05,0.1,1.35,0.05,0.05,0.45,0.05,0,0,2,0.65,0.392818511
3630,0,27,0,0,0.05,0.55,0,0,0.11,0,0,0,2,0.3,0.125058204
3631,0,28,0,0,0,1.2,0.4,0,1.04,0,0,0,2,0,0.569426417
3632,1,29,0,0,0,4.9,0.3,0,2.98,0.4,0,0,2,0,1.905087471
3633,5,30,0,0,0,5.85,0.15,0,5.4,0.3,0,0,2,0.4,3.543097019
3634,1,31,0,0,0.4,4.8,0.1,0,4.485,0.55,0,0,2,2.3,3.197132111
3635,1,32,0,0,0.3,8.15,0.45,0,4.88,0.8,0,0,2,2.05,3.536752701
3636,1,33,0,0,0.15,9.05,0.3,0,3.875,0.5,0,0,2,1.55,2.940036535
3637,15,34,0,0,0.1,9.25,0.15,0,2.955,0.25,0,0,2,1.4,3.357306957
3638,1,35,0,0,0.45,11,0.1,0,6.24,0.15,0,0,2,6.8,4.838042736
3639,2,36,0,0,0.3,10.15,0.05,0,5.02,0.05,0,0,2,5.2,3.998757362
3640,1,37,0,0,0.15,8.2,0,0,6.535,0.4,0,0,2,3.5,4.282746315
3641,0,6,0,0,0.25,11.25,0.4,0,5.195,0,0,0,2,4.55,3.964128971
3642,1,7,0,0,0.15,6.9,0.3,0,3.51,0,0,0,2,3.05,2.610122919
3643,2,8,0,0,0.05,6.4,0.15,0,2.86,0,0,0,2,1.8,2.145824909
3644,3,9,0,0,0,9.05,0.1,0,3.13,0,0,0,2,1.75,2.522498846
3645,0,10,0.4,0,0,10.8,0.45,0,4.285,0.8,0,0,2,2.25,3.269733429
3646,2,11,0.3,0,0,11.45,0.3,0.4,3.665,0.6,0,0,2,1.3,3.130006075
3647,10,12,0.15,0,0,10.45,0.15,0.3,4.055,0.3,0,0,2,1.5,3.689421654
3648,2,13,0.1,0,0,8.55,0.1,0.55,6.055,0.2,0,0,2,5,4.064936161
3649,2,14,0.05,0,0,12.45,0.05,0.4,6.92,0.1,0,0,2,4.25,4.834966183
3650,0,15,0,0,0,12,0.4,0.2,5.425,0,0,0,2,3.1,3.851737261
3651,9,16,0,0,0,10.85,1.1,0.1,3.895,0,0,0,2,2,3.546313047
3652,1,17,0,0,0.4,11.1,0.75,0.05,3.32,0,0,0,2,4.6,3.269894123
3653,0,18,0,0,0.3,10.35,0.4,0,3.92,0.4,0,0,2,3.4,3.21630621
3654,5,19,0,0,0.15,8.65,0.25,0,3.425,0.3,0,0,2,1.75,2.938103199
3655,7,20,0,0,0.5,10.65,0.1,0,3.335,0.15,0,0,2,3.05,3.70033884
3656,0,21,0,0,0.75,11.9,0.4,0,3.335,0.1,0,0,2,4.85,3.724481821
3657,8,22,0,0,0.45,7.95,1.1,0,2.415,0.05,0,0,2,2.9,3.03964448
3658,1,23,0,0,0.65,9.5,0.75,0,2.55,0,0,0,2,4.75,3.064073324
3659,1,24,0,0,0.45,9,0.4,0,2.605,0,0,0,2,3.75,2.762443542
3660,6,25,0,0,0.2,10.1,0.25,0,2.455,0,0,0,2,2.25,2.76120615
3661,7,26,0,0,0.5,11.55,0.1,0,3.23,0.4,0,0,2,3.65,3.684504747
3662,6,27,0,0,0.35,9.2,0.4,0,5.33,0.3,0,0,2,5.25,4.350992203
3663,1,28,0,0,0.15,8.7,0.7,0,7.255,0.15,0,0,2,5.55,4.774477005
3664,-1,29,0,0,0.1,9.4,0.85,0,5.585,0.1,0,0,2,3.9,3.776884794
3665,0,30,0,0,0.05,7.5,0.55,0.4,3.495,0.05,0,0,2,1.8,2.541900873
3666,0,31,0,0,0,4.15,0.3,0.3,1.955,0,0,0,2,0.8,1.349638581
3667,0,32,0,0,0,2.2,0.15,0.15,0.835,0,0,0,2,0.25,0.561394811
3668,0,33,0,0,0,1,0.05,0.1,0.2,0,0,0,2,-0.05,0.136727154
3669,0,34,0,0,0,0.25,0,0.05,0.04,0,0,0,2,-0.05,0.125058204
3670,0,35,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3671,0,36,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3672,0,37,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3673,0,6,0,0,0.25,5.45,0,0,2.54,0.85,0,0,2,1.85,1.845410585
3674,4,7,0,0,0.15,8,0,0.4,2.73,0.55,0,0,2,1.05,2.405928135
3675,2,8,0.4,0,0.05,7.1,0,0.3,3.245,0.7,0,0,2,2,2.613807201
3676,1,9,0.3,0,0,8.5,0,0.15,2.98,0.45,0,0,2,2.05,2.42323041
3677,0,10,0.15,0,0,8.75,0,0.1,3.345,0.6,0,0,2,1.6,2.418082952
3678,2,11,0.1,0,0,9.55,0.4,0.05,2.785,0.4,0,0,2,1,2.339457512
3679,2,12,0.05,0,0,9.45,0.3,0,2.59,0.2,0,0,2,1.35,2.220258713
3680,2,13,0,0,0,7.3,0.55,0,3.675,0.5,0,0,2,1.6,2.511464119
3681,2,14,0,0,0,6.45,0.4,0,2.87,0.35,0,0,2,1.75,2.035918474
3682,1,15,0,0,0,6.25,0.2,0,2.57,0.15,0,0,2,1.9,1.828706264
3683,6,16,0,0,0,3.95,0.1,0,1.955,0.1,0,0,2,1.6,1.628822684
3684,1,17,0,0,0.4,4.8,0.05,0,1.905,0.05,0,0,2,3.3,1.907546639
3685,0,18,0,0,0.3,5.55,0,0,1.745,0,0,0,2,2.65,1.699666142
3686,6,19,0,0,0.15,5.65,0,0,1.7,0,0,0,2,1.4,1.871592999
3687,6,20,0,0,0.5,8.25,0.4,0,2.37,0,0,0,2,3.2,2.953963995
3688,1,21,0,0,0.75,7.05,0.3,0,1.985,0,0,0,2,4.6,2.655632734
3689,7,22,0,0,0.45,5.1,0.15,0,1.65,0,0,0,2,3.15,2.279999733
3690,1,23,0,0,0.65,5.8,0.5,0,1.93,0,0,0,2,4.6,2.3915627
3691,1,24,0,0,0.45,5.55,0.35,0,3.58,0,0,0,2,3.55,2.964091301
3692,7,25,0,0,0.2,6.65,0.55,0,3.42,0,0,0,2,2.15,3.038518906
3693,2,26,0,0,0.5,8.3,0.8,0,2.85,0,0,0,2,4,2.9821558
3694,0,27,0,0,0.35,7.2,0.5,0,2.23,0,0,0,2,3.5,2.210836172
3695,1,28,0,0,0.15,6.55,0.25,0,3.045,0,0,0,2,1.8,2.366563082
3696,1,29,0,0,0.1,6.8,0.55,0,2.515,0,0,0,2,1.45,2.05684638
3697,6,30,0,0,0.05,5.2,0.35,0,1.7,0,0,0,2,1.25,1.73127532
3698,1,31,0,0,0.4,4,0.55,0,2.07,0,0,0,2,2.95,1.981324911
3699,1,32,0,0,0.3,6.35,0.4,0,2.595,0,0,0,2,2.45,2.328547955
3700,1,33,0,0,0.15,7.3,0.2,0,2.285,0,0,0,2,1.75,2.038980007
3701,7,34,0,0,0.1,8.35,0.1,0,2.44,0,0,0,2,1.5,2.532840014
3702,1,35,0,0,0.45,11.35,0.05,0,2.91,0,0,0,2,3.65,3.136117935
3703,2,36,0,0,0.3,10.1,0,0,2.855,0,0,0,2,2.8,2.85559988
3704,1,37,0,0,0.15,9.35,0.4,0,2.685,0,0,0,2,2.3,2.450505972
3705,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3706,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3707,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3708,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3709,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3710,0,11,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3711,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3712,0,13,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3713,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3714,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3715,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3716,0,17,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3717,0,18,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3718,0,19,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3719,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3720,0,21,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3721,0,22,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3722,0,23,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3723,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3724,0,25,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3725,0,26,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3726,0,27,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3727,0,28,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3728,0,29,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3729,0,30,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3730,0,31,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3731,0,32,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3732,0,33,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3733,0,34,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3734,0,35,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3735,0,36,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3736,0,37,0,0,0,0,0,0,0,0,0,0,2,0,0.125058204
3737,0,6,0.3,0,0.25,6.15,0,0,2.725,0.4,0,0,2,2.95,2.337543011
3738,0,7,0.15,0,0.15,3.45,0,0,1.45,0.2,0,0,2,1.6,1.208589673
3739,2,8,0.1,0,0.05,1.75,0,0,0.765,0.1,0,0,2,0.7,0.670301318
3740,1,9,0.05,0,0,4.55,0.8,0,1.095,0.05,0,0,2,1,0.972035766
3741,0,10,0,0,0,3.75,1,0,3.63,1.6,0,0,2,1,1.824313521
3742,2,11,0,0,0,5.55,1,0,3.43,1.2,0,0,2,0.6,2.094239712
3743,0,12,0,0,0,6.7,0.65,0,3.7,1,0,0,2,1.15,2.237500429
3744,0,13,0,0,0,4.1,0.35,0,2.47,0.7,0,0,2,0.8,1.404620528
3745,0,14,0,0,0,2.05,0.15,0,1.245,0.35,0,0,2,0.35,0.638695955
3746,1,15,0,0,0,1.15,0.05,0,0.54,0.1,0,0,2,0.2,0.29925862
3747,5,16,0,0,0,1.15,0.8,0,1.495,0.45,0,0,2,0.5,1.026702046
3748,0,17,0,0,0.4,1.4,1.4,0,1.28,0.3,0,0,2,2.3,1.215238452
3749,0,18,0,0,0.3,2.1,0.9,0,1,0.15,0,0,2,1.65,1.004126191
3750,6,19,0,0,0.15,1.4,0.5,0,0.65,0.1,0,0,2,0.85,0.93503952
3751,0,20,0,0,0.5,4.35,0.7,0,1.665,0.45,0,0,2,2.95,1.76079309
3752,0,21,0,0,0.35,3.1,0.4,0,1.1,0.3,0,0,2,2.05,1.165634632
3753,5,22,0,0,0.15,1.5,0.15,0,0.53,0.15,0,0,2,0.9,0.794659019
3754,1,23,0,0,0.5,2.1,0.9,0,1.05,0.1,0,0,2,2.6,1.385947824
3755,1,24,0,0,0.35,2.55,1.85,0,2.385,0.45,0,0,2,2.2,1.901157022
3756,8,25,0,0,0.15,2.55,1.2,0,2.37,0.3,0,0,2,1.45,2.077842951
