,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[454, 490]","[220, 264, 7, 4, 423]","[270, 76, 233, 499, 80]","[22, 234, 395]",8,55
1,"['Rui Pedro dos Santos Patrício', 'Joe Hart']","['Harry Maguire', 'Nicolás Otamendi', 'Shkodran Mustafi', 'Héctor Bellerín', 'Willy Boly']","['Raheem Sterling', 'Johann Berg Gudmundsson', 'James Maddison', 'Mateo Kovacic', 'Ashley Westwood']","['Alexandre Lacazette', 'Jamie Vardy', 'Andre Gray']",8,55
