,goalkeeper1,goalkeeper2,defender1,defender2,defender3,defender4,defender5,midfielder1,midfielder2,midfielder3,midfielder4,midfielder5,forward1,forward2,forward3,gameweek,score
0,Wayne Hennessey,Joe Hart,Marcos Alonso,Matt Doherty,Willy Boly,Conor Coady,José Holebas,Eden Hazard,Ryan Fraser,James Maddison,Anthony Knockaert,Sadio Mané,Alexandre Lacazette,Roberto Firmino,Olivier Giroud,6,65
