,goalkeeper1,goalkeeper2,defender1,defender2,defender3,defender4,defender5,midfielder1,midfielder2,midfielder3,midfielder4,midfielder5,forward1,forward2,forward3,gameweek,score
0,Hugo Lloris,Ben Foster,Aymeric Laporte,Shane Duffy,Craig Cathcart,Adrian Mariappa,Davinson Sánchez,Paul Pogba,Christian Eriksen,David Silva,Sadio Mané,James Milner,Sergio Agüero,Ashley Barnes,Roberto Firmino,27,26
