,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[260, 498]","[215, 268, 162, 484, 247]","[364, 122, 132, 253, 390]","[437, 234, 22]",33,62
1,"['Ederson Santana de Moraes', 'Kepa Arrizabalaga']","['Wes Morgan', 'Aymeric Laporte', 'Michael Keane', 'Lucas Digne', 'Andrew Robertson']","['Christian Eriksen', 'Eden Hazard', 'Ruben Loftus-Cheek', 'Mohamed Salah', 'Abdoulaye Doucouré']","['Raúl Jiménez', 'Jamie Vardy', 'Alexandre Lacazette']",33,62
