,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[154, 351]","[246, 215, 48, 115, 247]","[271, 301, 575, 591, 40]","[280, 493, 134]",13,46
1,"['Jordan Pickford', 'Hugo Lloris']","['Virgil van Dijk', 'Wes Morgan', 'Lewis Dunk', 'Marcos Alonso', 'Andrew Robertson']","['David Silva', 'Anthony Martial', 'Ryan Babel', 'Youri Tielemans', 'Ryan Fraser']","['Sergio Agüero', 'Salomón Rondón', 'Álvaro Morata']",13,46
