,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[468, 445]","[72, 116, 90, 425, 113]","[122, 367, 390, 489, 393]","[305, 23, 493]",17,59
1,"['Alisson Ramses Becker', 'Ben Foster']","['James Tarkowski', 'David Luiz Moreira Marinho', 'Sean Morrison', 'Matt Doherty', 'César Azpilicueta']","['Eden Hazard', 'Heung-Min Son', 'Abdoulaye Doucouré', 'Robert Snodgrass', 'Richarlison de Andrade']","['Marcus Rashford', 'Pierre-Emerick Aubameyang', 'Salomón Rondón']",17,59
