,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[154, 47]","[31, 268, 48, 49, 118]","[127, 302, 124, 389, 301]","[280, 23, 43]",11,54
1,"['Jordan Pickford', 'Mathew Ryan']","['Nathan Aké', 'Aymeric Laporte', 'Lewis Dunk', 'Shane Duffy', 'Antonio Rüdiger']","['Ross Barkley', 'Paul Pogba', 'Willian Borges Da Silva', 'Etienne Capoue', 'Anthony Martial']","['Sergio Agüero', 'Pierre-Emerick Aubameyang', 'Callum Wilson']",11,54
