,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[191, 88]","[115, 91, 5, 192, 353]","[252, 370, 253, 478, 274]","[480, 257, 513]",3,129
1,"['Jonas Lössl', 'Neil Etheridge']","['Marcos Alonso', 'Sol Bamba', 'Nacho Monreal', 'Christopher Schindler', 'Toby Alderweireld']","['Georginio Wijnaldum', 'Lucas Rodrigues Moura da Silva', 'Mohamed Salah', 'André Schürrle', 'Ilkay Gündogan']","['Aleksandar Mitrovic', 'Roberto Firmino', 'Luciano Vietto']",3,129
