,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[154, 67]","[8, 241, 482, 162, 378]","[475, 432, 37, 393, 37]","[62, 480, 480]",25,39
1,"['Jordan Pickford', 'Tom Heaton']","['Sead Kolasinac', 'Nathaniel Clyne', 'Fabian Schär', 'Michael Keane', 'José Holebas']","['João Filipe Iria Santos Moutinho', 'Diogo Jota', 'Dan Gosling', 'Richarlison de Andrade', 'Dan Gosling']","['Glenn Murray', 'Aleksandar Mitrovic', 'Aleksandar Mitrovic']",25,39
