,goalkeeper1,goalkeeper2,defender1,defender2,defender3,defender4,defender5,midfielder1,midfielder2,midfielder3,midfielder4,midfielder5,forward1,forward2,forward3,gameweek,score
0,Alisson Ramses Becker,Neil Etheridge,Virgil van Dijk,Toby Alderweireld,José Holebas,James Tarkowski,Lucas Digne,Heung-Min Son,Paul Pogba,Felipe Anderson Pereira Gomes,Jesse Lingard,Roberto Pereyra,Jamie Vardy,Aleksandar Mitrovic,Roberto Firmino,20,84
