,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[445, 25]","[141, 292, 49, 116, 376]","[122, 367, 364, 42, 251]","[437, 45, 305]",26,60
1,"['Ben Foster', 'Artur Boruc']","['Jeffrey Schlupp', 'Victor Lindelöf', 'Shane Duffy', 'David Luiz Moreira Marinho', 'Craig Cathcart']","['Eden Hazard', 'Heung-Min Son', 'Christian Eriksen', 'David Brooks', 'Sadio Mané']","['Raúl Jiménez', 'Joshua King', 'Marcus Rashford']",26,60
