,total_points_prev,assists,big_chances_created,clean_sheets,clearances_blocks_interceptions,dribbles,errors_leading_to_goal,ict_index,key_passes,penalties_missed,penalties_saved,total_points
17301,0,0,0,0,0,0,0,0,0,0,0,0
17302,0,0,0,0,0,0,0,0,0,0,0,0
17303,0,0,0,0,0,0,0,0,0,0,0,0
17304,0,0,0,0,0,0,0,0,0,0,0,0
17305,0,0,0,0,0,0,0,0,0,0,0,0
17306,0,0,0,0,0,0,0,0,0,0,0,0
17307,0,0,0,0,0,0,0,0,0,0,0,0
17308,0,0,0,0,0,0,0,0,0,0,0,0
17309,0,0,0,0,0,0,0,0,0,0,0,0
17310,0,0,0,0,0,0,0,0,0,0,0,0
17311,0,0,0,0,0,0,0,0,0,0,0,0
17312,0,0,0,0,0,0,0,0,0,0,0,0
17313,0,0,0,0,0,0,0,0,0,0,0,0
17314,0,0,0,0,0,0,0,0,0,0,0,0
17315,0,0,0,0,0,0,0,0,0,0,0,0
17316,1,0,0,0,0,0,0,0,0,0,0,0
17317,0,0,0,0,0.4,0,0.4,0,0,0,0,0.4
17318,0,0,0,0,0.3,0,0.3,0,0,0,0,0.3
17319,0,0,0,0,0.15,0,0.15,0,0,0,0,0.15
17320,0,0,0,0,0.1,0,0.1,0,0,0,0,0.1
17321,0,0,0,0,0.05,0,0.05,0,0,0,0,0.05
17322,0,0,0,0,0,0,0,0,0,0,0,0
17323,0,0,0,0,0,0,0,0,0,0,0,0
17324,0,0,0,0,0,0,0,0,0,0,0,0
17325,0,0,0,0,0,0,0,0,0,0,0,0
17326,0,0,0,0,0,0,0,0,0,0,0,0
17327,0,0,0,0,0,0,0,0,0,0,0,0
17328,0,0,0,0,0,0,0,0,0,0,0,0
17329,0,0,0,0,0,0,0,0,0,0,0,0
17330,0,0,0,0,0,0,0,0,0,0,0,0
17331,0,0,0,0,0,0,0,0,0,0,0,0
17332,0,0,0,0,0,0,0,0,0,0,0,0
17333,0,0,0,0,0,0,0,0,0,0,0,0
17334,0,0,0,0,0,0,0,0,0,0,0,0
17335,0,0,0,0,0,0,0,0,0,0,0,0
17336,0,0,0,0,0,0,0,0,0,0,0,0
17337,0,0,0,0,0,0,0,0,0,0,0,0
17338,0,0,0,0,0,0,0,0,0,0,0,0
17339,0,0,0,0,0,0,0,0,0,0,0,0
17340,0,0,0,0,0,0,0,0,0,0,0,0
17341,0,0,0,0,0,0,0,0,0,0,0,0
17342,0,0,0,0,0,0,0,0,0,0,0,0
17343,0,0,0,0,0,0,0,0,0,0,0,0
17344,0,0,0,0,0,0,0,0,0,0,0,0
17345,0,0,0,0,0,0,0,0,0,0,0,0
17346,0,0,0,0,0,0,0,0,0,0,0,0
17347,0,0,0,0,0,0,0,0,0,0,0,0
17348,0,0,0,0,0,0,0,0,0,0,0,0
17349,0,0,0,0,0,0,0,0,0,0,0,0
17350,0,0,0,0,0,0,0,0,0,0,0,0
17351,0,0,0,0,0,0,0,0,0,0,0,0
17352,0,0,0,0,0,0,0,0,0,0,0,0
17353,0,0,0,0,0,0,0,0,0,0,0,0
17354,0,0,0,0,0,0,0,0,0,0,0,0
17355,0,0,0,0,0,0,0,0,0,0,0,0
17356,0,0,0,0,0,0,0,0,0,0,0,0
17357,0,0,0,0,0,0,0,0,0,0,0,0
17358,-1,0,0.4,0,2.5,0.9,0,3.34,1.1,0,0,1.5
17359,1,0,0.3,0,2.55,0.45,0,4.03,1.15,0,0,0.55
17360,2,0,0.15,0,2.25,0.7,0,3.6,0.7,0,0,0.6
17361,2,0,0.1,0,1.85,0.45,0,2.47,0.4,0,0,1.25
17362,1,0,0.05,0,2.25,0.55,0,2.48,0.6,0,0,1.55
17363,1,0,0,0,1.75,0.4,0,4.665,0.75,0,0,1.35
17364,1,0,0,0,4.15,0.6,0,3.595,0.45,0,0,1.25
17365,2,0,0,0,4.5,0.8,0,2.585,0.25,0,0,1.15
17366,6,0,0,0,5.05,0.5,0,2.835,0.15,0,0,1.45
17367,6,0,0,0.4,5.25,0.65,0,2.76,0.45,0,0,3.3
17368,1,0,0,0.7,4.4,0.45,0,2.09,0.3,0,0,4.65
17369,2,0,0,0.45,4.45,0.2,0,3.475,0.95,0,0,3.35
17370,5,0,0,0.25,5.95,0.1,0,3.325,0.7,0,0,2.7
17371,2,0,0,0.55,7.7,1.25,0,3.675,0.75,0,0,3.65
17372,1,0,0,0.35,8.05,0.9,0,3.68,0.5,0,0,3
17373,0,0,0,0.15,8.95,0.85,0,4.115,0.65,0,0,2
17374,2,0,0,0.1,5.6,0.6,0,2.51,0.4,0,0,1.2
17375,0,0,0,0.05,4,0.3,0,1.795,0.2,0,0,1.4
17376,0,0,0,0,2.3,0.1,0,1.035,0.1,0,0,0.8
17377,0,0,0,0,0.95,0.05,0,0.435,0.05,0,0,0.35
17378,0,0,0,0,0.3,0,0,0.13,0,0,0,0.2
17379,0,0,0,0,0.15,0,0,0.065,0,0,0,0.1
17380,0,0,0,0,0,0,0,0,0,0,0,0
17381,4,0,0,0,0,0,0,0,0,0,0,0
17382,1,0.4,0.4,0,0.4,0.8,0,1.64,0.4,0,0,1.6
17383,1,0.3,0.3,0,1.1,1,0,1.79,0.3,0,0,1.6
17384,0,0.15,0.15,0,1.15,0.6,0,1.075,0.15,0,0,1.3
17385,0,0.1,0.1,0,0.7,0.35,0,0.65,0.1,0,0,0.85
17386,0,0.05,0.05,0,0.4,0.2,0,0.36,0.05,0,0,0.45
17387,0,0,0,0,0.2,0.05,0,0.08,0,0,0,0.15
17388,4,0,0,0,0.05,0,0,0.005,0,0,0,0.05
17389,1,0.4,0,0,0,0,0,0.88,0,0,0,1.6
17390,0,0,0,0,1.4,0.1,0,1.005,0.2,0,0,0.3
17391,0,0,0,0,2.7,1.6,0,1.265,0,0,0,0.15
17392,2,0,0,0,2.85,1.2,0.4,1.095,0,0,0,0.05
17393,1,0,0,0,3.65,0.6,0.3,2.545,0.8,0,0,0.8
17394,1,0,0,0,3.25,0.8,0.15,2.145,0.6,0,0,1
17395,0,0,0,0,1.9,0.5,0.1,1.17,0.3,0,0,1
17396,0,0,0,0,0.95,0.15,0.05,0.645,0.2,0,0,0.65
17397,0,0,0,0,0.45,0.1,0,0.325,0.1,0,0,0.35
17398,0,0,0,0,0.1,0.05,0,0.04,0,0,0,0.15
17399,0,0,0,0,0,0,0,0,0,0,0,0.05
17400,0,0,0,0,0,0,0,0,0,0,0,0
17401,0,0,0,0,0,0,0,0,0,0,0,0
17402,0,0,0,0,0.8,0,0,0.08,0,0,0,0
17403,1,0,0,0,0.6,0,0,0.06,0,0,0,0
17404,0,0,0,0,0.7,0,0,0.23,0,0,0,0.4
17405,5,0,0,0,0.5,0,0,0.17,0,0,0,0.3
17406,1,0,0,0.4,3.05,0.4,0,1.245,0,0,0,2.15
17407,6,0,0,0.3,3.4,0.3,0,1.16,0,0,0,2
17408,0,0,0.4,0.55,2.4,0.15,0,2.04,0.8,0,0,3.5
17409,2,0,0.3,0.4,3.45,0.1,0,2.71,0.6,0,0,2.45
17410,3,0,0.15,0.2,3.9,0.05,0,4.69,1.1,0,0,2.05
17411,0,0,0.5,0.1,5,0.8,0,5.71,2,0,0,2.45
17412,2,0,0.35,0.05,5.25,0.6,0,5.61,1.7,0,0,1.5
17413,7,0,0.15,0,6,0.7,0,4.135,0.95,0,0,1.45
17414,6,0,0.1,0,6.15,0.5,0,5.37,0.95,0,0,3.8
17415,7,0,0.05,0,5.7,1.05,0,6.745,0.55,0,0,4.95
17416,1,0,0,0.4,6.55,1.1,0,4.695,0.2,0,0,5.85
17417,1,0,0,0.3,5.3,1.05,0,3.88,0.1,0,0,4.2
17418,1,0,0,0.15,4.9,0.65,0,4.635,0.05,0,0,2.7
17419,5,0,0,0.1,5,0.75,0,4.115,0,0,0,1.85
17420,13,0,0,0.45,3.75,1.25,0,3.24,0.4,0,0,2.9
17421,9,0,0,0.7,4,1.2,0,5,0.7,0,0,7
17422,1,0,0,0,2.05,0.85,0,4.915,1.35,0,0,1.3
17423,2,0,0,0,1.55,0.55,0,3.16,0.9,0,0,1.15
17424,1,0,0,0,0.9,0.3,0,1.85,0.45,0,0,1.5
17425,0,0,0,0,0.5,0.15,0,2.385,0.25,0,0,1.35
17426,0,0,0,0,0.2,0.05,0,1.385,0.1,0,0,0.75
17427,0,0,0,0,0.05,0,0,0.56,0,0,0,0.4
17428,1,0,0,0,0,0,0,0.355,0,0,0,0.2
17429,0,0,0,0,0,0,0,0.205,0,0,0,0.45
17430,0,0,0,0,0,0,0,0.03,0,0,0,0.3
17431,0,0,0,0,0,0,0,0.015,0,0,0,0.15
17432,0,0,0,0,0,0,0,0.01,0,0,0,0.1
17433,0,0,0,0,0,0,0,0.005,0,0,0,0.05
17434,0,0,0,0,0,0,0,0,0,0,0,0
17435,0,0,0,0,0,0,0,0,0,0,0,0
17436,0,0,0,0,0,0,0,0,0,0,0,0
17437,0,0,0,0,0,0,0,0,0,0,0,0
17438,0,0,0,0,0,0,0,0.32,0,0,0,0
17439,0,0,0,0,0,0,0,0.24,0,0,0,0
17440,0,0,0,0,0,0,0,0.12,0,0,0,0
17441,0,0,0,0,0,0,0,0.08,0,0,0,0
17442,0,0,0,0,0,0,0,0.04,0,0,0,0
17443,0,0,0,0,0,0,0,0,0,0,0,0
17444,0,0,0,0,0,0,0,0,0,0,0,0
17445,0,0,0,0,0,0,0,0,0,0,0,0
17446,0,0,0,0,0,0,0,0,0,0,0,0
17447,0,0,0,0,0,0,0,0,0,0,0,0
17448,0,0,0,0,0,0,0,0,0,0,0,0
17449,0,0,0,0,0,0,0,0,0,0,0,0
17450,0,0,0,0,0,0,0,0,0,0,0,0
17451,0,0,0,0,0,0,0,0,0,0,0,0
17452,0,0,0,0,0,0,0,0,0,0,0,0
17453,0,0,0,0,0,0,0,0,0,0,0,0
17454,0,0,0,0,0,0.2,0,0.355,0.05,0,0,0.1
17455,0,0,0,0,0,0,0,0,0,0,0,0
17456,7,0,0,0,0,0,0,0,0,0,0,0
17457,3,0,0,0,0,2.4,0,6.6,0.8,0,0,2.8
17458,7,0,0,0.4,0,2.6,0,5.39,0.6,0,0,3.3
17459,2,0,0,0.3,0,2.7,0,8.765,0.3,0,0,4.75
17460,7,0,0.4,0.15,0,3,0,8.005,1.4,0,0,4.05
17461,2,0,0.7,0.1,0,3.85,0,9.42,1.4,0,0,5.1
17462,3,0,0.45,0.05,0,3.55,0,8.11,1.55,0,0,4.05
17463,3,0,0.25,0.4,0,4.1,0,6.765,1.05,0,0,3.4
17464,4,0,0.15,0.7,0.4,3.4,0,6.56,0.55,0,0,3.2
17465,5,0.4,0.05,0.45,0.3,2.7,0,9.07,1.85,0,0,3.5
17466,8,0.7,0,0.25,0.15,3.55,0,6.625,1.3,0,0,4.05
17467,1,0.45,0,0.55,0.1,5.05,0,10.155,1.8,0,0,5.75
17468,4,0.25,0,0.35,0.05,6.35,0,10.825,2.5,0,0,4.1
17469,3,0.55,0,0.15,0,5.25,0,11.405,3.55,0,0,3.8
17470,2,0.35,0.4,0.5,0,5.85,0,8.795,3.05,0,0,3.6
17471,3,0.15,0.3,0.35,0,6.5,0,7.09,2.2,0,0,2.8
17472,2,0.1,0.15,0.55,0,4.65,0,7.255,2.45,0,0,2.7
17473,2,0.05,0.1,0.4,0.4,3.3,0,5.23,1.5,0,0,2.5
17474,2,0,0.05,0.2,0.3,4.35,0,4.215,1.45,0,0,2.2
17475,0,0,0,0.1,0.95,3.85,0,6.835,2.15,0,0,2.1
17476,0,0,0,0.05,0.7,2.1,0,4.405,1.35,0,0,1.25
17477,0,0,0,0,0.35,1.15,0,2.095,0.65,0,0,0.6
17478,4,0,0,0,0.2,0.6,0,1.255,0.4,0,0,0.3
17479,3,0.4,0.8,0,0.9,0.95,0,3.41,1.35,0,0,1.7
17480,5,0.3,0.6,0.4,0.6,1.8,0,3.92,1.3,0,0,2.4
17481,7,0.55,0.3,0.3,0.3,2.8,0,4.2,0.75,0,0,3.5
17482,14,0.4,0.6,0.15,0.2,3.45,0,8.69,1.25,0,0,5.15
17483,2,0.2,0.4,0.1,0.5,3.8,0,13.145,1.65,0,0,8.95
17484,14,0.1,0.15,0.45,0.3,5.15,0,9.305,0.95,0,0,6.7
17485,5,0.45,0.1,0.7,0.15,4.9,0,11.565,2.1,0,0,9.25
17486,0,0,0,0,0.6,0.9,0,1.635,0.15,0,0,1.4
17487,1,0,0,0,0.4,0.45,0,0.955,0.1,0,0,0.85
17488,2,0,0,0,0.15,0.3,0,0.775,0.05,0,0,0.85
17489,2,0,0,0,0.1,0.15,0,1.335,0.4,0,0,1.3
17490,0,0,0,0,2.45,0.8,0,1.85,0.3,0,0,1.6
17491,0,0,0,0,1.8,0.6,0,1.185,0.15,0,0,1
17492,8,0,0,0,0.9,0.3,0,0.655,0.1,0,0,0.55
17493,1,0,0,0,1,0.2,0,4.375,0.45,0,0,3.5
17494,1,0,0,0,1,0.5,0,6.605,0.7,0,0,2.9
17495,3,0,0,0,2.45,0.3,0,4.75,0.85,0,0,1.9
17496,0,0,0,0.4,2.15,0.15,0,3.625,0.55,0,0,2.45
17497,9,0,0,0.3,1.6,0.1,0,2.36,0.3,0,0,1.55
17498,3,0,0,0.15,1,0.45,0,3.6,0.55,0,0,4.2
17499,1,0,0,0.5,2.1,1.5,0,3.165,0.35,0,0,4.25
17500,1,0,0,0.35,1.75,1.85,0,3.61,0.55,0,0,2.8
17501,0,0,0,0.15,1.35,1.15,0,3.455,0.8,0,0,2.05
17502,9,0,0,0.1,0.85,0.65,0,2.045,0.5,0,0,1.2
17503,3,0,0,0.05,2.05,0.35,0,4.455,0.25,0,0,4
17504,2,0,0,0.4,2.15,0.5,0,4.23,0.15,0,0,4.05
17505,2,0,0,0.3,2.85,0.3,0,3.96,0.85,0,0,3.1
17506,2,0,0,0.15,3.1,0.15,0,3.03,0.6,0,0,2.75
17507,2,0,0.4,0.1,2.3,1.7,0,6.425,1.1,0,0,2.45
17508,2,0,0.3,0.05,2.05,2.05,0,4.88,0.8,0,0,2.05
17509,2,0,0.15,0,3.25,1.2,0,4.39,0.8,0,0,2
17510,2,0,0.1,0,4.85,1.1,0,3.765,0.5,0,0,2
17511,3,0,0.05,0,4.7,1.5,0,3.56,0.65,0,0,2
17512,1,0,0,0.4,6.45,0.85,0,3.72,0.4,0,0,2.4
17513,2,0,0,0.3,5.05,0.4,0,2.68,0.2,0,0,1.9
17514,5,0,0,0.15,4.7,0.25,0,3.725,0.5,0,0,1.85
17515,3,0.4,0,0.1,3.3,0.1,0,5.335,0.75,0,0,3.15
17516,11,0.3,0,0.45,4.1,0,0,4.19,0.45,0,0,3.25
17517,10,0.55,0.4,0.7,2.95,0,0,8.03,1.05,0,0,6.3
17518,0,0,0,0,0.3,0.75,0.3,0.93,0.45,0,0,0.75
17519,0,0,0,0,0.15,0.4,0.15,0.52,0.25,0,0,0.4
17520,0,0,0,0,0.1,0.25,0.1,0.31,0.15,0,0,0.25
17521,0,0,0,0,0.05,0.1,0.05,0.1,0.05,0,0,0.1
17522,0,0,0,0,0,0,0,0,0,0,0,0
17523,0,0,0,0,0,0,0,0,0,0,0,0
17524,0,0,0,0,0,0,0,0,0,0,0,0
17525,0,0,0,0,0,0,0,0,0,0,0,0
17526,0,0,0,0,0,0,0,0,0,0,0,0
17527,0,0,0,0,0,0,0,0,0,0,0,0
17528,0,0,0,0,0,0,0,0,0,0,0,0
17529,0,0,0,0,0,0,0,0,0,0,0,0
17530,0,0,0,0,0,0,0,0,0,0,0,0
17531,0,0,0,0,0,0,0,0,0,0,0,0
17532,0,0,0,0,0,0,0,0,0,0,0,0
17533,1,0,0,0,0,0,0,0,0,0,0,0
17534,0,0,0,0,0,0,0,0,0,0,0,0.4
17535,0,0,0,0,0,0,0,0,0,0,0,0.3
17536,0,0,0,0,0,0,0,0,0,0,0,0.15
17537,0,0,0,0,0,0,0,0,0,0,0,0.1
17538,0,0,0,0,0,0,0,0,0,0,0,0.05
17539,0,0,0,0,0,0,0,0,0,0,0,0
17540,1,0,0,0,0,0,0,0,0,0,0,0
17541,0,0,0,0,0,0,0,0,0,0,0,0.4
17542,1,0,0,0,0,0,0,0,0,0,0,0.3
17543,0,0,0,0,0,0,0,0.08,0,0,0,0.55
17544,0,0,0,0,0,0,0,0.06,0,0,0,0.4
17545,0,0,0,0,0,0,0,0.03,0,0,0,0.2
17546,0,0,0,0,0,0,0,0.02,0,0,0,0.1
17547,0,0,0,0,0,0,0,0.01,0,0,0,0.05
17548,1,0,0,0,0,0,0,0,0,0,0,0
17549,0,0,0,0,0,0,0,0,0,0,0,0.4
17550,1,0,0.9,0,3.85,0.6,0,6.325,2.95,0,0,1.3
17551,2,0,0.45,0,3.15,0.7,0,4.86,2.3,0,0,1.15
17552,7,0,0.3,0,2.35,0.5,0,4.8,2.15,0,0,1.55
17553,1,0.4,0.15,0,4.15,0.25,0,5.125,1.75,0,0,3.8
17554,2,0.3,0,0,3.85,0.1,0,4.21,1.3,0,0,2.95
17555,2,0.15,0,0,2.95,0.45,0,6.97,1.5,0,0,2.4
17556,2,0.1,0,0,4.6,0.3,0.4,7.75,2.15,0,0,2.35
17557,5,0.05,0.4,0,4.65,0.15,0.3,8.44,2.55,0,0,2.15
17558,3,0.4,0.3,0,4.6,0.5,0.15,7.655,2,0,0,3.15
17559,0,0.3,0.15,0.4,4.1,0.35,0.1,5.515,1.15,0,0,3.3
17560,5,0.15,0.1,0.3,2.4,0.15,0.05,2.96,0.6,0,0,1.95
17561,2,0.5,0.45,0.15,3.95,0.1,0,6.475,1.05,0,0,3.05
17562,3,0.35,0.3,0.1,3.45,0.05,0,5.72,1.45,0,0,2.85
17563,3,0.15,0.15,0.45,4.6,0,0,4.745,0.9,0,0,2.7
17564,1,0.1,0.1,0.7,5.1,0,0,5.085,1.3,0,0,2.9
17565,2,0.05,0.05,0.45,3.1,0.4,0,3.7,0.9,0,0,2.2
17566,1,0,0,0.65,2.75,0.7,0,3.26,0.8,0,0,1.95
17567,0,0,0,0.45,1.75,0.45,0,2.96,0.9,0,0,1.6
17568,2,0,0,0.2,0.7,0.25,0,1.64,0.55,0,0,0.85
17569,1,0,0,0.1,1.5,0.15,0,2.625,0.65,0,0,1.2
17570,2,0,0,0.05,2.25,0.05,0,2.635,0.45,0,0,1.2
17571,2,0,0,0,2.15,0.4,0,6.835,1.8,0,0,1.45
17572,0,0,0.4,0,2.15,0.3,0,6.305,1.7,0,0,1.75
17573,0,0,0.3,0,1.35,0.15,0,3.575,0.95,0,0,1.1
17574,0,0,0.15,0,0.65,0.1,0,2.01,0.55,0,0,0.55
17575,2,0,0.1,0,0.3,0.05,0,1.045,0.3,0,0,0.3
17576,2,0,0.05,0.4,1.3,0.8,0,1.785,0.05,0,0,0.9
17577,4,0,0.4,0.3,2.1,0.6,0,2.16,0.4,0,0,1.4
17578,2,0.4,0.3,0.15,4.95,0.7,0,2.12,0.3,0,0,2.5
17579,3,0.3,0.15,0.1,3.85,0.5,0,2.36,0.15,0,0,2.5
17580,2,0.15,0.1,0.45,2.9,0.65,0,3.17,0.5,0,0,2.7
17581,2,0.1,0.05,0.7,4.2,0.4,0,3.435,0.75,0,0,2.5
17582,1,0,0,0,0,0,0,0.28,0,0,0,0.4
17583,2,0,0,0,0,0,0,0.21,0,0,0,0.7
17584,0,0,0,0,0,0.8,0,2.345,0.8,0,0,1.25
17585,1,0,0,0,0,0.6,0,1.75,0.6,0,0,0.85
17586,1,0,0,0,0,0.3,0,0.875,0.3,0,0,0.85
17587,1,0,0,0,0,0.6,0,0.92,0.2,0,0,0.95
17588,0,0,0,0,0,0.4,0,0.55,0.1,0,0,0.95
17589,0,0,0,0,0,0.15,0,0.135,0,0,0,0.55
17590,0,0,0,0,0,0.1,0,0.09,0,0,0,0.3
17591,1,0,0,0,0,0.05,0,0.045,0,0,0,0.15
17592,1,0,0,0,0,0,0,0,0,0,0,0.45
17593,6,0,0,0,0,0,0,0.12,0,0,0,0.7
17594,6,0,0,0,0,0,0,2.97,0,0,0,2.85
17595,1,0,0,0,0,0.4,0,3.925,0,0,0,4.45
17596,1,0,0,0,0,0.3,0,3.16,0.4,0,0,3.25
17597,0,0,0.4,0,0,0.95,0,3.83,0.7,0,0,2.25
17598,1,0,0.3,0,0,0.7,0,2.485,0.45,0,0,1.35
17599,9,0,0.15,0,0,0.35,0,1.63,0.25,0,0,0.95
17600,2,0,0.1,0.4,0,1,0,5.995,0.95,0,0,4.05
17601,1,0,0.45,0.3,0.8,1.1,0,7.17,1.05,0,0,3.7
17602,0,0,0.3,0.15,0.6,0.6,0,4.24,0.6,0,0,2.45
17603,0,0,0.15,0.1,0.3,0.35,0,2.435,0.35,0,0,1.55
17604,0,0,0.1,0.05,0.2,0.2,0,1.37,0.2,0,0,0.8
17605,0,0,0.05,0,0.1,0.05,0,0.37,0.05,0,0,0.2
17606,0,0,0,0,0,0,0,0,0,0,0,0.05
17607,0,0,0,0,0,0,0,0,0,0,0,0
17608,0,0,0,0,0,0,0,0,0,0,0,0
17609,0,0,0,0,0,0,0,0,0,0,0,0
17610,0,0,0,0,0,0,0,0,0,0,0,0
17611,0,0,0,0,0,0,0,0,0,0,0,0
17612,0,0,0,0,0,0,0,0,0,0,0,0
17613,0,0,0,0,0,0,0,0,0,0,0,0
17614,2,0,0.35,0,1.2,3.75,0,5.92,1.9,0,0,1.95
17615,2,0,0.15,0,2.1,3.2,0,4.36,0.95,0,0,2
17616,2,0,0.1,0,2.55,3.65,0,4.255,0.6,0,0,2
17617,2,0,0.45,0,1.65,2.95,0,4.26,0.65,0,0,2
17618,6,0,0.3,0,0.9,3.15,0,6.26,2.3,0,0,2
17619,1,0.4,0.15,0,0.45,4.05,0,5.425,2.05,0,0,3.6
17620,2,0.3,0.5,0,0.55,3.3,0,6.28,1.95,0,0,2.8
17621,6,0.15,0.35,0,1.1,2.25,0,6.09,1.7,0,0,2.3
17622,3,0.5,0.55,0,0.75,2.5,0,6.19,1.75,0,0,3.85
17623,3,0.35,0.4,0.4,0.8,2.7,0,5.44,1.8,0,0,3.7
17624,2,0.15,0.6,0.7,0.55,1.55,0,7.435,3.1,0,0,3.25
17625,2,0.1,0.4,0.45,1.05,0.8,0,8.545,2.85,0,0,2.85
17626,8,0.05,0.2,0.25,2.3,0.45,0,5.565,1.65,0,0,2.45
17627,2,0.4,1.3,0.55,2.35,2.15,0,6.93,2.1,0,0,4.55
17628,12,0.3,0.95,0.35,1.8,3.9,0,7.825,2.15,0,0,3.85
17629,3,0.55,0.45,0.15,2.7,3.75,0,8.44,1.55,0,0,6.9
17630,5,0.4,0.3,0.5,2.55,2.3,0,7.3,1.7,0,0,6
17631,0,0.6,0.15,0.35,2.2,3.3,0,7.79,2.3,0,0,5.3
17632,0,0.4,0,0.15,1.35,2.1,0,4.755,1.4,0,0,3.25
17633,5,0.2,0,0.1,0.7,0.9,0,2.305,0.7,0,0,1.65
17634,2,0.5,0.4,0.05,1.5,0.9,0,5.2,1.2,0,0,2.65
17635,2,0.35,0.3,0,1,1.35,0,4.13,0.75,0,0,2.55
17636,3,0.15,0.55,0,0.45,1.55,0,3.33,1.1,0,0,2.15
17637,6,0.1,0.4,0.4,1.5,1,0,4.17,1.6,0,0,2.6
17638,2,0.05,0.2,0.3,2.25,2.55,0,6.645,1.4,0,0,4.05
17639,6,0,0.1,0.15,2.15,3,0,5,0.8,0,0,3.35
17640,2,0.4,0.45,0.5,4.15,2.55,0,6.91,2.05,0,0,4.3
17641,5,0.3,1.1,0.35,2.85,2.75,0,6.375,2.2,0,0,3.65
17642,2,0.55,0.75,0.15,1.8,2.55,0,8.19,3.25,0,0,4
17643,3,0.4,0.4,0.1,2.3,1.4,0,8.06,2.6,0,0,3.3
17644,3,0.2,0.25,0.45,1.4,0.7,0,5.945,1.85,0,0,3.05
17645,2,0.1,0.1,0.7,0.55,0.35,0,5.055,1.45,0,0,3
17646,2,0,0,0,0.25,0.55,0.1,1.045,0.3,0,0,0.8
17647,2,0,0,0,3.3,1.15,0.05,1.515,0.2,0,0,1.3
17648,1,0,0,0,3.6,1.15,0,2.13,0.5,0,0,1.6
17649,2,0,0,0,4.1,1.9,0,3.735,1.1,0,0,1.4
17650,9,0,0,0,3.95,1.7,0,4.37,0.75,0,0,1.65
17651,2,0,0,0,3.95,1.75,0.4,5.06,0.4,0,0,4.65
17652,1,0,0,0,4.3,1.1,0.3,5.22,0.25,0,0,4
17653,2,0,0,0,4.25,0.95,0.15,4.71,0.1,0,0,2.6
17654,3,0,0,0,2.9,0.55,0.1,3.54,0,0,0,2.4
17655,3,0,0,0.4,3.6,0.25,0.05,2.34,0,0,0,2.6
17656,8,0,0,0.7,5.1,0.5,0,2.49,0.4,0,0,2.6
17657,1,0,0,0.45,4.35,0.35,0,6.37,0.7,0,0,4.8
17658,0,0,0,0.25,3.7,0.15,0,7.05,0.85,0,0,3.65
17659,7,0,0,0.15,2.3,0.1,0,4.235,0.55,0,0,1.95
17660,2,0,0,0.05,3.5,0.05,0,5.32,0.3,0,0,3.9
17661,1,0,0,0,5.45,0,0,6,1.35,0,0,3.4
17662,10,0,0,0.4,6.25,0.4,0,5.285,0.95,0.4,0,2.1
17663,3,0,0,0.3,4.7,1.1,0,5.505,0.45,0.3,0,5.3
17664,7,0,0.4,0.55,4.35,0.75,0,5.98,1.1,0.15,0,4.9
17665,1,0,0.3,0.4,4.2,0.4,0,5.99,0.75,0.1,0,5.4
17666,10,0,0.15,0.2,3.55,0.25,0,4.035,0.3,0.05,0,4
17667,8,0,0.1,0.1,3.2,0.1,0,5.6,0.6,0,0,6.15
17668,2,0,0.05,0.05,5.15,0.8,0,7.305,0.8,0,0,7.2
17669,2,0,0,0,7.35,0.6,0,5.795,0.85,0,0,5.15
17670,2,0,0,0,5.85,0.7,0,4.06,0.55,0,0,3.65
17671,10,0,0,0,5.35,0.9,0,3.82,0.3,0,0,3
17672,9,0,0,0.4,5.35,0.55,0,5.17,0.15,0,0,5.5
17673,10,0,0,0.3,6.25,1.45,0,6.085,0.05,0,0,7.2
17674,9,0,0,0.15,7,1.05,0,6.175,0,0,0,8.5
17675,3,0.8,0.4,0.1,5.95,0.5,0,8.27,1.6,0,0,9.05
17676,3,0.6,0.3,0.45,5.85,0.7,0,5.94,1.2,0,0,6.8
17677,1,0.3,0.15,0.7,6,0.85,0,3.68,0.6,0,0,4.9
17678,0,0,0,0,0,0,0,0,0,0,0,0
17679,0,0,0,0,0,0,0,0,0,0,0,0
17680,0,0,0,0,0,0,0,0,0,0,0,0
17681,0,0,0,0,0,0,0,0,0,0,0,0
17682,0,0,0,0,0,0,0,0,0,0,0,0
17683,0,0,0,0,0,0,0,0,0,0,0,0
17684,0,0,0,0,0,0,0,0,0,0,0,0
17685,0,0,0,0,0,0,0,0,0,0,0,0
17686,0,0,0,0,0,0,0,0,0,0,0,0
17687,0,0,0,0,0,0,0,0,0,0,0,0
17688,0,0,0,0,0,0,0,0,0,0,0,0
17689,0,0,0,0,0,0,0,0,0,0,0,0
17690,0,0,0,0,0,0,0,0,0,0,0,0
17691,0,0,0,0,0,0,0,0,0,0,0,0
17692,0,0,0,0,0,0,0,0,0,0,0,0
17693,0,0,0,0,0,0,0,0,0,0,0,0
17694,0,0,0,0,0,0,0,0,0,0,0,0
17695,0,0,0,0,0,0,0,0,0,0,0,0
17696,0,0,0,0,0,0,0,0,0,0,0,0
17697,0,0,0,0,0,0,0,0,0,0,0,0
17698,0,0,0,0,0,0,0,0,0,0,0,0
17699,0,0,0,0,0,0,0,0,0,0,0,0
17700,0,0,0,0,0,0,0,0,0,0,0,0
17701,0,0,0,0,0,0,0,0,0,0,0,0
17702,0,0,0,0,0,0,0,0,0,0,0,0
