,total_points_prev,assists,big_chances_created,clean_sheets,clearances_blocks_interceptions,dribbles,errors_leading_to_goal,ict_index,key_passes,penalties_missed,penalties_saved,total_points
1745,1,0.1,0,0.55,0.3,2.65,0,9.945,1.7,0,0,8
1746,6,0.05,0,0.3,0.55,1.4,0,6.935,1,0,0,5.95
1747,1,0.4,0,0.55,0.35,2.35,0,5.04,0.85,0,0,5.4
1748,1,0.3,0,0.35,0.55,1.6,0,3.27,0.5,0,0,4
1749,1,0.15,0,0.15,1.2,0.65,0,1.775,0.2,0,0,2.45
1750,1,0.1,0,0.1,0.8,0.4,0,0.815,0.1,0,0,1.5
1751,1,0.05,0,0.05,0.4,1.8,0,0.695,0.05,0,0,1.25
1752,1,0,0,0,0.25,1.2,0,0.975,0.4,0,0,1
1753,10,0,0,0,0.5,1,0,2.25,0.7,0,0,1
1754,1,0,0,0,0.3,1.9,0,6.005,1.65,0,0,4.6
1755,1,0,0,0,0.15,1.25,0,5.435,1.55,0,0,3.7
1756,1,0,0,0,0.1,0.55,0,3.76,1.3,0,0,2.35
1757,1,0,0,0,0.05,0.35,0,2.28,0.8,0,0,1.9
1758,1,0,0,0,0,0.15,0,1.28,0.4,0,0,1.45
1759,6,0,0,0,0,0,0,0.44,0.15,0,0,1
1760,1,0,0,0,0,0,0,2.26,0.05,0,0,3
1761,1,0,0,0,0,1.2,0,2.55,0.4,0,0,2.5
1762,7,0,0,0,0.4,0.9,0,1.865,0.3,0,0,1.75
1763,2,0.55,0.4,0.15,2.8,1.55,0,5.325,1,0,0,3.75
1764,5,0.4,0.3,0.1,3.5,1.45,0,5.165,1.05,0,0,3.3
1765,6,0.6,0.15,0.45,2.5,0.85,0,5.41,0.65,0,0,3.85
1766,6,0.8,0.5,0.7,3.35,0.5,0,6.125,0.7,0,0,4.8
1767,3,0.9,0.35,0.85,3.85,0.25,0,5.655,0.85,0,0,5.4
1768,6,0.55,0.15,0.95,4.65,0.45,0,5.515,1.3,0,0,4.5
1769,3,0.7,0.1,1,3.35,0.3,0,6.39,2.05,0,0,5.05
1770,6,0.45,0.05,1,3.05,0.55,0,4.875,1.35,0,0,4.35
1771,0,0.6,0,0.6,3.45,0.4,0,4.8,1.5,0,0,4.8
1772,2,0.4,0,0.3,2.05,0.2,0,3.01,1,0,0,3
1773,1,0.2,0,0.55,2.55,0.5,0,2.505,0.45,0,0,2.3
1774,3,0.1,0,0.35,1.75,0.75,0,1.59,0.2,0,0,1.75
1775,3,0.05,0,0.55,2.4,0.45,0,1.685,0.1,0,0,2.1
1776,1,0,0,0.8,3.2,0.65,0,2.285,0.4,0,0,2.45
1777,2,0,0,0.5,2.4,0.85,0,2.19,0.7,0,0,1.95
1778,3,0,0.4,0.25,3.3,0.9,0,2.745,0.85,0,0,1.9
1779,3,0,0.3,0.55,4.25,2.15,0,2.935,0.55,0,0,2.4
1780,2,0,0.15,0.75,2.95,1.9,0,2.055,0.3,0,0,2.65
1781,1,0,0.1,0.45,5.2,1.05,0,1.64,0.15,0,0,2.4
1782,2,0,0.05,0.25,6.4,0.6,0,2.255,0.45,0,0,1.85
1783,1,0,0,0.15,4.6,0.3,0,2.255,0.7,0,0,1.85
1784,1,0,0,0.05,2.6,0.05,0,1.99,0.85,0,0,1.5
1785,2,0,0,0,1.45,0,0,1.265,0.55,0,0,1.2
1786,1,0,0,0,2.15,0.4,0,1.505,0.3,0,0,1.5
1787,1,0,0,0,1.3,0.3,0,3.165,0.55,0,0,1.35
1788,2,0,0,0,1.8,0.15,0,2.37,0.35,0,0,1.15
1789,2,0,0,0,2.5,0.1,0,2.385,0.55,0,0,1.5
1790,2,0,0,0,2.35,0.45,0,2.25,0.8,0,0,1.75
1791,6,0,0,0,2.15,0.7,0,2.81,0.5,0,0,1.85
1792,8,0.4,0,0.4,2.15,2.85,0,4.565,1.05,0,0,3.55
1793,3,0.3,0,0.7,4.05,3.25,0,6.135,0.75,0,0,5.6
1794,0,0.15,0,0.85,3.1,1.95,0,5.955,0.75,0,0,4.8
1795,1,0,0,0,0,0,0,0,0,0,0,0
1796,0,0,0,0,0,0,0,0,0,0,0,0.4
1797,0,0,0,0,0,0,0,0,0,0,0,0.3
1798,0,0,0,0,0,0,0,0,0,0,0,0.15
1799,0,0,0,0,0,0,0,0,0,0,0,0.1
1800,0,0,0,0,0,0,0,0,0,0,0,0.05
1801,1,0,0,0,0,0,0,0,0,0,0,0
1802,0,0,0,0,0,0.4,0,0.12,0,0,0,0.4
1803,0,0,0,0,0,0.3,0,0.09,0,0,0,0.3
1804,0,0,0,0,0,0.15,0,0.045,0,0,0,0.15
1805,0,0,0,0,0,0.1,0,0.03,0,0,0,0.1
1806,0,0,0,0,0,0.05,0,0.015,0,0,0,0.05
1807,1,0,0,0,0,0,0,0,0,0,0,0
1808,1,0,0,0,0,0,0,0.96,0,0,0,0.4
1809,1,0,0,0,0,0,0,0.72,0,0,0,0.7
1810,0,0,0,0,0,0,0,0.36,0,0,0,0.85
1811,1,0,0,0,0,0,0,0.24,0,0,0,0.55
1812,0,0,0,0,0.4,0,0,0.4,0,0,0,0.7
1813,0,0,0,0,0.3,0,0,0.21,0,0,0,0.45
1814,0,0,0,0,0.15,0,0,0.105,0,0,0,0.2
1815,0,0,0,0,0.1,0,0,0.07,0,0,0,0.1
1816,0,0,0,0,0.05,0,0,0.035,0,0,0,0.05
1817,1,0.15,0.15,0,0.35,0.1,0,1.02,0.3,0,0,1.2
1818,1,0.1,0.1,0,0.2,0.45,0,0.895,0.2,0,0,1.2
1819,6,0.05,0.05,0,0.05,0.3,0,0.785,0.1,0,0,1.05
1820,13,0.4,0.4,0.4,0.4,1.75,0,4.11,1.2,0,0,2.95
1821,3,0.7,0.7,0.7,1.1,1.7,0,7.45,1.7,0,0,7.3
1822,16,0.45,0.45,0.85,1.15,1.35,0,5.77,1.45,0,0,6.15
1823,3,1.05,0.25,0.95,0.7,2.45,0,10.215,2.1,0,0,9.9
1824,7,0.75,0.15,1,0.8,2.05,0,9.525,1.4,0,0,8.05
1825,1,0.35,0.05,0.6,0.5,1.45,0,6.955,0.65,0,0,7.05
1826,3,0.2,0,0.3,0.2,0.9,0,4.67,0.75,0,0,4.7
1827,2,0.1,0,0.55,0.5,0.85,0,2.9,0.45,0,0,3.65
1828,0,0,0,0.75,0.75,0.85,0,2.65,0.15,0,0,2.7
1829,13,0,0,0.45,0.45,0.5,0,1.57,0.1,0,0,1.5
1830,0,0.4,0,0.65,1.85,2.25,0,4.655,0.05,0,0,5.85
1831,1,0.3,0,0.45,1.35,1.65,0,3.37,0,0,0,4.25
1832,10,0.15,0,0.2,1.05,1.6,0,3.185,0,0,0,2.45
1833,3,0.1,0,0.5,1.1,1.9,0,4.97,0,0,0,5.6
1834,1,0.05,0,0.75,1.85,1.55,0,4.595,0.4,0,0,5
1835,3,0,0,0.45,1.15,1.6,0,3.055,0.7,0,0,2.9
1836,10,0,0.4,0.65,1,1.45,0,5.765,2.05,0,0,3
1837,12,0,0.3,0.45,1.05,1.6,0,7.855,2.25,0,0,5.85
1838,6,0.4,0.15,0.2,1,3,0,8.705,1.75,0,0,8.5
1839,2,0.7,0.5,0.5,0.95,2.8,0,8.17,1.45,0,0,7.85
1840,2,0.45,0.35,0.35,0.6,2.4,0,9.37,2.05,0,0,5.55
1841,2,0.25,0.15,0.15,0.7,2.7,0,11.305,2.85,0,0,4
1842,1,0.15,0.1,0.1,2.05,2.85,0,8.67,2.2,0,0,2.9
1843,2,0.05,0.05,0.05,2.2,2.45,0,7.555,2.45,0,0,1.8
1844,4,0,0,0,1.7,1.85,0,5.725,1.6,0,0,1.7
1845,10,0.4,0,0,1.05,1.05,0,4.245,1.15,0,0,2.65
1846,3,0.3,0,0.4,0.95,1.7,0,5.15,1.05,0,0,5.7
1847,3,0.15,0,0.7,0.9,1.9,0,4.255,1,0,0,5.05
1848,1,0.1,0,0.85,0.5,1.9,0,4.845,1.35,0,0,4.1
1849,0,0,0.1,0,0,0.6,0,1.85,0.2,0,0,1.75
1850,2,0,0.05,0,0,0.4,0,1.175,0.1,0,0,1.1
1851,10,0,0,0.4,1.6,2.2,0,3.02,0.8,0,0,1.35
1852,3,0,0,0.7,2.8,2.3,0,5.275,0.6,0,0,4.75
1853,6,0,0,0.85,6.2,2.15,0,5.995,0.7,0,0,4.55
1854,3,0.4,0,0.95,5.9,3,0,8.045,1.3,0,0,5
1855,3,0.3,0,1,4.65,3.15,0,8.455,1.25,0,0,4.55
1856,9,0.15,0,1,3.2,2.2,0,7.54,0.7,0,0,3.8
1857,2,0.1,0,0.6,2.9,1.65,0,6.625,0.4,0,0,5.7
1858,3,0.05,0,0.3,5.15,2.15,0,5.65,0.6,0,0,4.55
1859,2,0,0,0.55,4.6,2.1,0,3.675,0.35,0,0,3.6
1860,3,0,0,0.75,3.4,2.4,0,2.985,0.15,0,0,3.05
1861,3,0,0,0.85,3.7,2.35,0,4.235,0.9,0,0,2.9
1862,1,0,0,0.95,4.25,1.4,0,4.365,1.05,0,0,2.8
1863,2,0,0,0.6,3.25,1.5,0,3.97,1,0,0,2.1
1864,3,0,0,0.3,3.05,1.35,0,2.86,0.65,0,0,1.95
1865,8,0,0,0.55,5.9,0.7,0,3.25,0.75,0,0,2.4
1866,2,0.4,0,0.75,5.1,1.15,0,4.815,1.25,0,0,4.65
1867,3,0.3,0,0.45,5.2,2.8,0,4.955,0.8,0,0,3.9
1868,5,0.15,0,0.65,5,3.05,0,4.895,0.4,0,0,3.4
1869,2,0.5,0,0.45,3.7,2.25,0,5.2,0.65,0,0,4.15
1870,3,0.35,0,0.2,2.35,1.35,0,5.425,0.8,0,0,3.35
1871,2,0.15,0,0.5,4.1,0.7,0,4.905,0.45,0,0,2.95
1872,0,0.1,0.4,0.35,2.65,0.25,0,4.805,1.05,0,0,2.65
1873,0,0.05,0.3,0.15,1.25,0.05,0,2.905,0.75,0,0,1.5
1874,1,0,0.15,0.1,0.75,0,0,1.425,0.35,0,0,0.7
1875,1,0,0.1,0.05,1.15,0.8,0,3.81,0.6,0,0,0.75
1876,2,0,0.05,0,1,1,0,2.7,0.4,0,0,0.8
1877,3,0,0,0,1,1,0,3.38,0.55,0,0,1.25
1878,3,0,0,0.4,1.85,1.45,0,3.495,0.4,0,0,2.05
1879,3,0,0,0.7,1.25,1.35,0,4.145,0.2,0,0,2.55
1880,0,0,0,0.85,0.6,1.15,0,5.98,0.9,0,0,2.8
1881,1,0,0,0,0,0,0,0,0,0,0,0
1882,0,0,0,0,0,0.4,0,0.04,0,0,0,0.4
1883,0,0,0,0,0,0.3,0,0.03,0,0,0,0.3
1884,0,0,0,0,0,0.15,0,0.015,0,0,0,0.15
1885,0,0,0,0,0,0.1,0,0.01,0,0,0,0.1
1886,0,0,0,0,0,0.05,0,0.005,0,0,0,0.05
1887,2,0,0,0,0,0,0,0,0,0,0,0
1888,2,0,0,0.15,3.8,0.95,0,2.665,0.4,0,0,2.1
1889,3,0,0,0.1,4.3,0.65,0,2.29,0.2,0,0,2.1
1890,3,0,0,0.45,4.7,1.5,0,4.05,0.9,0,0,2.45
1891,8,0,0.4,0.7,4.9,1.9,0,5.465,1.45,0,0,2.7
1892,3,0,0.3,0.85,4.95,1.55,0,7.45,1.7,0,0,4.85
1893,3,0,0.15,0.95,6.6,1.3,0,5.78,1.1,0,0,4.45
1894,2,0,0.1,1,5.8,1.2,0,4.925,1,0,0,3.75
1895,2,0,0.05,1,3.7,0.65,0,3.41,0.6,0,0,3.1
1896,1,0,0,0.6,2.85,1.1,0,2.46,0.25,0,0,2.55
1897,2,0,0,0.3,2.8,1.15,0,1.83,0.1,0,0,1.75
1898,3,0,0,0.55,3.9,1.05,0,3.025,0.85,0,0,1.75
1899,2,0,0,0.75,3.7,1.05,0,3.915,1,0,0,2.25
1900,0,0,0,0.85,3.8,1.45,0,4.415,0.6,0,0,2.2
1901,2,0,0,0.55,2.4,0.9,0,2.775,0.35,0,0,1.3
1902,2,0,0,0.3,2,1.25,0,2.555,0.6,0,0,1.5
1903,3,0,0,0.15,1.95,1.25,0,2.665,0.75,0,0,1.75
1904,2,0,0,0.45,2.7,0.7,0,2.13,0.45,0,0,2.2
1905,2,0,0,0.7,3.3,1.15,0,2.21,0.25,0,0,2.2
1906,2,0,0,0.45,2.9,0.8,0,2.995,0.55,0,0,2.15
1907,3,0,0,0.25,2.5,0.75,0,2.26,0.35,0,0,2.1
1908,2,0,0,0.15,3.1,0.5,0,2.785,0.55,0,0,2.45
1909,2,0,0,0.05,3.1,0.25,0,2.92,0.4,0,0,2.3
1910,2,0,0,0,2.2,0.5,0,2.17,0.2,0,0,2.15
1911,2,0,0,0,4.45,1.15,0,3.805,0.5,0,0,2.1
1912,1,0,0,0,3.05,1.15,0,3.235,0.35,0,0,2.05
1913,4,0,0,0,3.45,1.1,0,2.43,0.15,0,0,1.6
1914,2,0.4,0.4,0,4.75,1.1,0,3.41,0.5,0,0,2.5
1915,1,0.3,0.3,0,6.15,1.05,0,2.955,0.35,0,0,2.45
1916,3,0.15,0.15,0,5,1.4,0,4.83,0.95,0,0,1.8
1917,0,0.1,0.1,0.4,4.55,0.9,0,3.915,0.7,0,0,2.25
1918,0,0.05,0.05,0.3,2.75,0.45,0,2.11,0.35,0,0,1.45
1919,2,0,0,0.15,1.3,0.25,0,1.14,0.2,0,0,0.65
1920,1,0.05,0,0,0.1,0.15,0,0.995,0.05,0,0,1.25
1921,0,0,0,0,0.05,0.1,0,1.6,0,0,0,0.95
1922,0,0,0,0,0,0.05,0,0.895,0,0,0,0.45
1923,1,0,0,0,0,0,0,0.435,0,0,0,0.2
1924,1,0,0,0,0,0,0,0.29,0,0,0,0.5
1925,1,0,0,0,0,0,0,0.265,0,0,0,0.75
1926,0,0,0,0,0,0,0,0.65,0,0,0,0.85
1927,0,0,0,0,0,0,0,0.465,0,0,0,0.55
1928,1,0,0,0,0,0,0,0.24,0,0,0,0.3
1929,0,0,0,0,0,0,0,0.155,0,0,0,0.55
1930,0,0,0,0,0,0,0,0.07,0,0,0,0.35
1931,1,0,0,0,0,0,0,0,0,0,0,0.15
1932,1,0,0,0,0,0,0,0,0,0,0,0.5
1933,0,0,0,0,0,0,0,0,0,0,0,0.75
1934,1,0,0,0,0,0,0,0,0,0,0,0.45
1935,1,0,0,0,0,0,0,0,0,0,0,0.65
1936,1,0,0,0,0,0,0,0,0,0,0,0.85
1937,1,0,0,0,0,0,0,0.16,0,0,0,0.9
1938,0,0,0,0,0,0,0,0.12,0,0,0,0.95
1939,1,0,0,0,0,0,0,0.06,0,0,0,0.6
1940,0,0,0,0,0,0,0,0.12,0,0,0,0.7
1941,0,0,0,0,0,0,0,0.08,0,0,0,0.45
1942,0,0,0,0,0,0,0,0.03,0,0,0,0.2
1943,1,0,0,0,0,0,0,0.02,0,0,0,0.1
1944,0,0,0,0,0,0,0,0.21,0,0,0,0.45
1945,0,0,0,0,0,0,0,0.15,0,0,0,0.3
1946,0,0,0,0,0,0,0,0.075,0,0,0,0.15
1947,0,0,0,0,0,0,0,0.05,0,0,0,0.1
1948,0,0,0,0,0,0,0,0.025,0,0,0,0.05
1949,5,0,0,0,0,0,0,0,0,0,0,0
1950,6,0,0,0,0,0,0,2.56,0,0,0,2
1951,1,0.15,0,0.15,0.9,1.1,0,14.27,1.7,0,0,7.5
1952,12,0.1,0,0.1,0.95,1.8,0,10.745,1.1,0,0,4.75
1953,9,0.45,0,0.45,1.75,2.45,0,12.69,1.8,0,0,7.45
1954,2,0.3,0,0.7,1.95,2.65,0,11.425,1.6,0,0,8.55
1955,7,0.15,0,0.85,2.4,2.05,0,9.645,0.85,0,0,5.7
1956,9,0.1,0,0.95,2.35,2.4,0,11.155,1.25,0,0,6
1957,9,0.45,0,1,1.8,3.1,0,14.97,2.45,0,0,7.5
1958,5,0.3,0.4,1,1.8,2.7,0,15.885,3.15,0,0,8
1959,12,0.55,1.1,0.6,2.7,1.55,0,12.43,2.8,0,0,6.85
1960,8,0.8,1.15,0.3,2.9,1.65,0,11.7,2.5,0,0,8.9
1961,2,0.5,0.7,0.55,1.75,1.8,0,11.295,2.7,0,0,8.9
1962,6,0.25,0.4,0.75,0.95,2.2,0,9.38,2,0,0,5.95
1963,0,0.15,0.2,0.85,1.7,2.2,0,8.63,1.05,0,0,5.65
1964,6,0.05,0.05,0.55,1.05,1.35,0,5.24,0.55,0,0,3.5
1965,2,0,0,0.3,0.45,1.5,0,6.565,0.25,0,0,3.9
1966,0,0,0,0.15,0.7,1.35,0,6.515,0.05,0,0,3.3
1967,6,0,0,0.05,0.45,0.7,0,3.64,0,0,0,1.8
1968,0,0,0,0.4,1.75,0.75,0,7.145,0,0,0,3.3
1969,8,0,0,0.3,1.7,0.5,0,6.235,0,0.4,0,2.3
1970,2,0.8,0,0.15,2.95,0.6,0,4.485,0,0.3,0,4.2
1971,6,0.6,0,0.1,2.45,1.6,0,6.56,0.4,0.15,0,3.8
1972,9,0.3,0,0.05,1.35,1.9,0,7.825,0.3,0.1,0,4.5
1973,1,0.2,0.4,0,1.1,1.55,0,9.185,0.95,0.05,0,6.5
1974,1,0.1,0.3,0,0.65,1.75,0,7.675,0.7,0,0,4.6
1975,2,0,0.15,0,0.6,1.1,0,10.855,0.35,0,0,2.75
1976,8,0,0.1,0,0.8,0.5,0,7.45,0.2,0,0,2.45
1977,1,0.8,0.05,0,1.3,0.65,0,5.825,0.1,0,0,4.5
1978,16,0.6,0,0,0.85,0.8,0,3.875,0,0,0,3.25
1979,1,0.7,0,0,1.25,1.25,0,11.93,1.2,0,0,8.15
1980,6,0.5,0.4,0.4,1.25,1.25,0,10.475,1.7,0,0,6.25
1981,2,0.25,0.3,0.7,0.7,1.15,0,10.885,1.45,0,0,5.6
1982,0,0.1,0.15,0.85,0.75,1.1,0,12.285,2.5,0,0,4.4
1983,1,0,0,0,0,0,0,0,0,0,0,0
1984,2,0,0,0,0,0,0,0.56,0,0,0,0.4
1985,0,0,0,0.4,0,0.8,0,1.3,0.4,0,0,1.1
1986,1,0,0,0.3,0,0.6,0,0.87,0.3,0,0,0.75
1987,1,0,0,0.15,0,0.7,0,1.99,0.15,0,0,0.8
1988,0,0,0,0.1,0,0.5,0,1.47,0.1,0,0,0.95
1989,0,0,0,0.05,0,0.25,0,0.71,0.05,0,0,0.55
1990,0,0,0,0,0,0.1,0,0.395,0,0,0,0.25
1991,0,0,0,0,0,0.05,0,0.2,0,0,0,0.15
1992,0,0,0,0,0,0,0,0.005,0,0,0,0.05
1993,1,0,0,0,0,0,0,0,0,0,0,0
1994,0,0,0,0,0,0.8,0,1.08,0.4,0,0,0.4
1995,0,0,0,0,0,0.6,0,0.81,0.3,0,0,0.3
1996,0,0,0,0,0.25,0,0,0.375,0,0,0,0.4
1997,0,0,0,0,0.1,0,0,0.155,0,0,0,0.15
1998,1,0,0,0,0,0,0,0,0,0,0,0
1999,0,0,0,0,0.8,0,0,0.44,0,0,0,0.4
2000,7,0,0,0,0.6,0,0,1.21,0,0,0,0.3
2001,2,0,0,0.4,0.3,0,0,1.665,0,0,0,2.95
2002,2,0,0,0.3,1,0,0,1.95,0,0,0,3
2003,3,0,0,0.15,0.7,0,0,2.45,0,0,0,2.5
2004,2,0,0,0.1,0.7,0,0,3.19,0,0,0,2.8
2005,2,0,0,0.05,0.5,0,0,2.565,0,0,0,2.55
2006,1,0,0,0,1.05,0,0,2.925,0,0,0,2.15
2007,1,0,0,0,0.7,0,0,2.6,0,0,0,1.7
2008,4,0,0,0,0.35,0,0,1.48,0,0,0,1.35
2009,7,0,0,0,0.6,0,0,2.34,0,0,0,2.35
2010,1,0,0,0.4,0.4,0,0,1.94,0,0,0,4.35
2011,2,0,0,0.3,0.15,0,0,2.09,0,0,0,3.25
2012,9,0,0,0.15,0.5,0,0,1.94,0,0,0,2.6
2013,6,0,0,0.5,0.75,0,0,2.49,0.4,0,0,5.25
2014,7,0,0,0.75,0.45,0,0,1.795,0.3,0,0,5.85
2015,5,0,0,0.85,0.25,0,0,1.25,0.15,0,0,6.2
2016,2,0,0,0.55,0.55,0,0,3.55,0.1,0,0,6
2017,7,0,0,0.3,0.75,0,0,3.665,0.05,0,0,4.4
2018,1,0,0,0.55,0.45,0,0,3.425,0.4,0,0,5.15
2019,2,0,0,0.35,0.25,0,0,2.295,0.3,0,0,3.65
2020,3,0,0,0.15,0.55,0,0,1.225,0.15,0,0,2.6
2021,1,0,0,0.1,0.35,0,0,1.4,0.1,0,0,2.75
2022,2,0,0,0.05,0.15,0,0,1.21,0.05,0,0,2.05
2023,6,0,0,0,0.1,0,0.4,2.53,0,0,0,1.8
2024,1,0,0,0,0.3,0.3,0,1.695,0,0,0,2.4
2025,2,0,0,0,0.6,0.15,0,1.795,0,0,0,1.95
2026,3,0,0,0,0.4,0.1,0,1.535,0,0,0,1.95
2027,1,0,0,0,0.15,0.05,0,1.745,0,0,0,2.4
2028,2,0,0,0,0.5,0,0,1.36,0,0,0,1.85
2029,2,0,0,0,0.75,0,0,2.45,0,0,0,1.8
2030,0,0,0,0,0.45,0,0.4,2.545,0,0,0,1.95
2031,0,0,0,0,0.25,0,0.3,1.485,0,0,0,1.15
2032,0,0,0,0,0.15,0,0.15,0.795,0,0,0,0.55
2033,0,0,0,0,0.05,0,0.1,0.435,0,0,0,0.3
2034,0,0,0,0,0,0,0.05,0.11,0,0,0,0.1
2035,1,0,0,0,2.4,0,0,3.25,0,0,0,2.9
2036,1,0,0,0,5.4,0,0,3.675,0,0,0,2.55
2037,2,0,0,0,8,0,0,3.825,0,0,0,1.75
2038,1,0,0,0,8.05,0,0,3.215,0,0,0,1.95
2039,0,0,0,0,8.15,0,0,2.735,0,0,0,1.6
2040,0,0,0,0,8.6,0,0,2.45,0,0,0,0.75
2041,1,0,0,0,5.15,0,0,1.43,0,0,0,0.4
2042,6,0,0,0,2.9,0,0,0.905,0,0,0,0.6
2043,13,0,0,0,5.6,0,0,4.97,0,0,0,2.75
2044,0,0,0,0.4,8,0.8,0,6.86,0,0,0,7.15
2045,0,0,0,0.3,4.9,0.6,0,4.215,0,0,0,4.9
2046,0,0,0,0.15,2.7,0.3,0,2.385,0,0,0,2.6
2047,0,0,0,0.1,1.6,0.2,0,1.385,0,0,0,1.6
2048,0,0,0,0.05,0.55,0.1,0,0.415,0,0,0,0.65
2049,0,0,0,0,3.6,0,0,0.88,0,0,0,0
2050,1,0,0,0,6.3,0,0,1.58,0,0,0,0
2051,2,0,0,0,6.05,0,0,1.74,0,0,0,0.4
2052,6,0,0,0,4.95,0,0,1.425,0,0,0,1.1
2053,0,0,0,0.4,7.4,0,0,1.93,0,0,0,3.15
2054,2,0,0,0.3,5.9,0,0,2.025,0,0,0,2.2
2055,7,0,0,0.15,5.5,0,0,1.615,0,0,0,1.95
2056,6,0,0,0.5,6.3,0,0,2.38,0.4,0,0,4.1
2057,8,0,0,0.75,9.05,0,0,2.78,0.3,0,0,5.1
2058,1,0,0,0.85,10.9,0,0,2.77,0.15,0,0,6.25
2059,0,0,0,0.55,9.65,0,0,2.305,0.1,0,0,4.5
2060,0,0,0,0.3,5.7,0,0,1.35,0.05,0,0,2.45
2061,0,0,0,0.15,3,0,0,0.655,0,0,0,1.25
2062,2,0,0,0.05,1.35,0,0,0.29,0,0,0,0.5
2063,0,0,0,0,3.55,0,0,1.515,0.4,0,0,0.85
2064,0,0,0,0,2.4,0,0,1.08,0.3,0,0,0.6
2065,0,0,0,0,1.2,0,0,0.54,0.15,0,0,0.3
2066,6,0,0,0,0.8,0,0,0.36,0.1,0,0,0.2
2067,0,0,0,0,8.7,0.25,0,7.66,0,0,0,5.35
2068,0,0,0,0,4.95,0.15,0,5.03,0,0,0,3.65
2069,0,0,0,0,2.35,0.05,0,2.535,0,0,0,1.85
2070,0,0,0,0,1.1,0,0,1.18,0,0,0,0.9
2071,0,0,0,0,0.3,0,0,0.47,0,0,0,0.4
2072,1,0,0,0,2.8,0,0,1.44,0.4,0,0,0
2073,1,0,0,0,4.5,0,0,1.96,0.3,0,0,0.4
2074,3,0,0,0,6.05,0,0,2.24,0.15,0,0,0.7
2075,6,0.4,0.4,0,6.8,0,0,4.27,0.9,0,0,1.65
2076,0,0.3,0.3,0.4,6.65,0,0,3.65,0.65,0,0,3.55
2077,1,0.15,0.15,0.3,7.55,0,0,2.75,0.3,0,0,2.4
2078,2,0.1,0.1,0.15,7.1,0,0,3.365,0.2,0,0,1.65
2079,2,0.05,0.05,0.1,6.1,0,0,3.045,0.1,0,0,1.85
2080,1,0,0,0.05,7.2,0,0,3.355,0,0,0,1.85
2081,0,0,0,0,8.5,0,0,3.685,0,0,0,1.4
2082,1,0,0,0,5.15,0,0,2.235,0,0,0,0.85
2083,2,0,0,0,5.05,0,0,1.76,0,0,0,0.85
2084,15,0,0,0,5.25,0,0,4.555,0,0,0,1.3
2085,0,0,0,0.4,4.9,0,0,6.84,0.4,0,0,6.8
2086,0,0,0,0.3,4.45,0,0,7.115,1.1,0,0,4.9
2087,1,0,0,0.15,2.75,0,0,4.475,0.75,0,0,2.5
2088,1,0,0,0.1,1.35,0,0,2.435,0.4,0,0,2
2089,1,0,0,0.05,1.85,0,0,1.375,0.25,0,0,1.45
2090,1,0,0,0,1.1,0,0,0.5,0.1,0,0,0.85
2091,0,0,0,0,2.05,0,0,0.555,0,0,0,0.95
2092,0,0,0,0,1.5,0,0,0.41,0,0,0,0.6
2093,0,0,0,0,0.75,0,0,0.205,0,0,0,0.3
2094,0,0,0,0,0.4,0,0,0.12,0,0,0,0.15
2095,0,0,0,0,0.2,0,0,0.06,0,0,0,0.05
2096,1,0,0,0,6.65,1.3,0,3.28,0,0,0,1.7
2097,8,0,0,0,5.55,0.95,0,3.665,0.4,0,0,1.45
2098,2,0.4,0.4,0,4.4,0.85,0,5.655,1.1,0,0,4
2099,1,0.3,0.3,0,3.75,1.4,0,4.04,0.75,0,0,3.6
2100,0,0.15,0.15,0,5.65,1.3,0,3.78,0.4,0,0,2.4
2101,1,0.1,0.1,0,6.85,1.5,0,3.115,0.25,0,0,1.45
2102,1,0.05,0.05,0,5,1,0,2.53,0.1,0,0,1.15
2103,0,0,0,0,6.45,0.5,0,2.095,0,0,0,0.9
2104,6,0,0,0,6.25,0.25,0,2.445,0,0,0,0.5
2105,1,0,0,0.4,3.85,0.1,0,2.355,0,0,0,2.65
2106,1,0,0,0.3,3.65,0,0,3,0.4,0,0,2.35
2107,1,0,0,0.15,3.5,0.4,0,2.48,0.3,0,0,1.65
2108,2,0,0,0.1,3.85,0.3,0,2.07,0.15,0,0,1.45
2109,1,0,0,0.05,6.4,0.55,0,2.31,0.1,0,0,1.65
2110,1,0,0,0,6.65,0.4,0,2.645,0.45,0,0,1.3
2111,0,0,0,0,6.35,0.2,0,2.375,0.3,0,0,1.15
2112,2,0,0,0,6.35,1.3,0,2.38,0.15,0,0,0.7
2113,5,0,0,0,5.8,0.95,0,2.265,0.1,0,0,1.15
2114,-1,0,0,0.4,4.5,0.45,0,1.635,0.05,0,0,2.75
2115,2,0,0,0.3,3.35,0.7,0,2,0.4,0,0,1.45
2116,5,0,0,0.15,3.85,1.25,0,1.96,0.3,0,0,1.45
2117,9,0,0,0.5,3.15,0.75,0,3.07,0.95,0,0,3.05
2118,7,0,0,0.75,5.7,0.4,0,3.005,0.7,0,0,5.55
2119,2,0,0,0.85,7.9,0.25,0,2.645,0.35,0,0,6.4
2120,1,0,0,0.55,6.95,0.1,0,2.195,0.2,0,0,4.85
2121,6,0,0,0.3,5.7,0.4,0,2.145,0.1,0,0,3.2
2122,1,0,0,0.55,7.05,0.3,0,1.865,0,0,0,4.15
2123,2,0,0.4,0.35,7.9,0.15,0,3.51,0.8,0,0,2.9
