,goalkeeper1,goalkeeper2,defender1,defender2,defender3,defender4,defender5,midfielder1,midfielder2,midfielder3,midfielder4,midfielder5,forward1,forward2,forward3,gameweek,score
0,Jonas Lössl,Neil Etheridge,Marcos Alonso,Sol Bamba,Nacho Monreal,Christopher Schindler,Toby Alderweireld,Georginio Wijnaldum,Lucas Rodrigues Moura da Silva,Mohamed Salah,André Schürrle,Ilkay Gündogan,Aleksandar Mitrovic,Roberto Firmino,Luciano Vietto,3,129
