,goalkeeper1,goalkeeper2,defender1,defender2,defender3,defender4,defender5,midfielder1,midfielder2,midfielder3,midfielder4,midfielder5,forward1,forward2,forward3,gameweek,score
0,Ederson Santana de Moraes,Kepa Arrizabalaga,Aymeric Laporte,Harry Maguire,Antonio Rüdiger,Jonathan Castro Otto,Davinson Sánchez,Eden Hazard,Raheem Sterling,Johann Berg Gudmundsson,Paul Pogba,Youri Tielemans,Callum Wilson,Harry Kane,Raúl Jiménez,9,40
