,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[154, 47]","[359, 31, 118, 4, 353]","[271, 275, 390, 127, 76]","[23, 45, 43]",10,84
1,"['Jordan Pickford', 'Mathew Ryan']","['Davinson Sánchez', 'Nathan Aké', 'Antonio Rüdiger', 'Héctor Bellerín', 'Toby Alderweireld']","['David Silva', 'Leroy Sané', 'Abdoulaye Doucouré', 'Ross Barkley', 'Johann Berg Gudmundsson']","['Pierre-Emerick Aubameyang', 'Joshua King', 'Callum Wilson']",10,84
