,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[154, 468]","[162, 192, 113, 70, 353]","[270, 275, 206, 251, 172]","[480, 437, 493]",14,48
1,"['Jordan Pickford', 'Alisson Ramses Becker']","['Michael Keane', 'Christopher Schindler', 'César Azpilicueta', 'Ben Mee', 'Toby Alderweireld']","['Raheem Sterling', 'Leroy Sané', 'Alex Pritchard', 'Sadio Mané', 'Gylfi Sigurdsson']","['Aleksandar Mitrovic', 'Raúl Jiménez', 'Salomón Rondón']",14,48
