,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[260, 498]","[268, 220, 118, 483, 359]","[122, 270, 76, 302, 591]","[43, 372, 437]",9,40
1,"['Ederson Santana de Moraes', 'Kepa Arrizabalaga']","['Aymeric Laporte', 'Harry Maguire', 'Antonio Rüdiger', 'Jonathan Castro Otto', 'Davinson Sánchez']","['Eden Hazard', 'Raheem Sterling', 'Johann Berg Gudmundsson', 'Paul Pogba', 'Youri Tielemans']","['Callum Wilson', 'Harry Kane', 'Raúl Jiménez']",9,40
