,goalkeeper1,goalkeeper2,defender1,defender2,defender3,defender4,defender5,midfielder1,midfielder2,midfielder3,midfielder4,midfielder5,forward1,forward2,forward3,gameweek,score
0,Joe Hart,Wayne Hennessey,Cédric Soares,Marcos Alonso,José Holebas,Wesley Hoedt,Willy Boly,Alexis Sánchez,Michail Antonio,Mario Lemina,Jorge Luiz Frello Filho,Eden Hazard,Romelu Lukaku,Alexandre Lacazette,Glenn Murray,4,124
