,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[154, 309]","[48, 115, 357, 31, 516]","[275, 301, 393, 302, 127]","[43, 134, 437]",12,52
1,"['Jordan Pickford', 'Martin Dubravka']","['Lewis Dunk', 'Marcos Alonso', 'Kieran Trippier', 'Nathan Aké', 'Federico Fernández']","['Leroy Sané', 'Anthony Martial', 'Richarlison de Andrade', 'Paul Pogba', 'Ross Barkley']","['Callum Wilson', 'Álvaro Morata', 'Raúl Jiménez']",12,52
