,goalkeeper1,goalkeeper2,defender1,defender2,defender3,defender4,defender5,midfielder1,midfielder2,midfielder3,midfielder4,midfielder5,forward1,forward2,forward3,gameweek,score
0,Ederson Santana de Moraes,Kepa Arrizabalaga,Wes Morgan,Aymeric Laporte,Michael Keane,Lucas Digne,Andrew Robertson,Christian Eriksen,Eden Hazard,Ruben Loftus-Cheek,Mohamed Salah,Abdoulaye Doucouré,Raúl Jiménez,Jamie Vardy,Alexandre Lacazette,33,62
