,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[400, 468]","[246, 90, 195, 425, 215]","[275, 489, 122, 393, 364]","[419, 493, 480]",16,69
1,"['Lukasz Fabianski', 'Alisson Ramses Becker']","['Virgil van Dijk', 'Sean Morrison', 'Mathias Jorgensen', 'Matt Doherty', 'Wes Morgan']","['Leroy Sané', 'Robert Snodgrass', 'Eden Hazard', 'Richarlison de Andrade', 'Christian Eriksen']","['Javier Hernández Balcázar', 'Salomón Rondón', 'Aleksandar Mitrovic']",16,69
