,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[191, 351]","[92, 72, 90, 425, 221]","[302, 367, 122, 465, 251]","[305, 480, 85]",21,71
1,"['Jonas Lössl', 'Hugo Lloris']","['Bruno Ecuele Manga', 'James Tarkowski', 'Sean Morrison', 'Matt Doherty', 'Ricardo Domingos Barbosa Pereira']","['Paul Pogba', 'Heung-Min Son', 'Eden Hazard', 'Felipe Anderson Pereira Gomes', 'Sadio Mané']","['Marcus Rashford', 'Aleksandar Mitrovic', 'Ashley Barnes']",21,71
