,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[135, 490]","[245, 425, 49, 138, 72]","[270, 122, 276, 14, 76]","[480, 22, 437]",7,74
1,"['Wayne Hennessey', 'Joe Hart']","['Trent Alexander-Arnold', 'Matt Doherty', 'Shane Duffy', 'James Tomkins', 'James Tarkowski']","['Raheem Sterling', 'Eden Hazard', 'Bernardo Mota Veiga de Carvalho e Silva', 'Aaron Ramsey', 'Johann Berg Gudmundsson']","['Aleksandar Mitrovic', 'Alexandre Lacazette', 'Raúl Jiménez']",7,74
