,goalkeeper1,goalkeeper2,defender1,defender2,defender3,defender4,defender5,midfielder1,midfielder2,midfielder3,midfielder4,midfielder5,forward1,forward2,forward3,gameweek,score
0,Jordan Pickford,Kepa Arrizabalaga,Lucas Digne,Virgil van Dijk,Nicolás Otamendi,Nathan Aké,César Azpilicueta,Raheem Sterling,David Silva,Sadio Mané,Diogo Jota,Gerard Deulofeu,Alexandre Lacazette,Ayoze Pérez,Raúl Jiménez,31,47
