,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[351, 445]","[268, 49, 376, 382, 359]","[302, 364, 271, 251, 254]","[280, 85, 257]",27,26
1,"['Hugo Lloris', 'Ben Foster']","['Aymeric Laporte', 'Shane Duffy', 'Craig Cathcart', 'Adrian Mariappa', 'Davinson Sánchez']","['Paul Pogba', 'Christian Eriksen', 'David Silva', 'Sadio Mané', 'James Milner']","['Sergio Agüero', 'Ashley Barnes', 'Roberto Firmino']",27,26
