,goalkeeper1,goalkeeper2,defender1,defender2,defender3,defender4,defender5,midfielder1,midfielder2,midfielder3,midfielder4,midfielder5,forward1,forward2,forward3,gameweek,score
0,Wayne Hennessey,Rui Pedro dos Santos Patrício,Matt Doherty,Shane Duffy,Kyle Walker,Mamadou Sakho,Federico Fernández,Eden Hazard,Ryan Fraser,David Silva,Andriy Yarmolenko,Andros Townsend,Olivier Giroud,Joshua King,Sergio Agüero,5,148
