,goalkeeper1,goalkeeper2,defender1,defender2,defender3,defender4,defender5,midfielder1,midfielder2,midfielder3,midfielder4,midfielder5,forward1,forward2,forward3,gameweek,score
0,Jordan Pickford,Mathew Ryan,Nathan Aké,Aymeric Laporte,Lewis Dunk,Shane Duffy,Antonio Rüdiger,Ross Barkley,Paul Pogba,Willian Borges Da Silva,Etienne Capoue,Anthony Martial,Sergio Agüero,Pierre-Emerick Aubameyang,Callum Wilson,11,54
