,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[282, 351]","[268, 246, 284, 8, 482]","[394, 302, 323, 147, 389]","[280, 493, 22]",28,74
1,"['David de Gea', 'Hugo Lloris']","['Aymeric Laporte', 'Virgil van Dijk', 'Chris Smalling', 'Sead Kolasinac', 'Fabian Schär']","['Gerard Deulofeu', 'Paul Pogba', 'Isaac Hayden', 'James McArthur', 'Etienne Capoue']","['Sergio Agüero', 'Salomón Rondón', 'Alexandre Lacazette']",28,74
