,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[88, 474]","[115, 357, 27, 356, 72]","[271, 253, 18, 125, 251]","[281, 396, 258]",3,57
1,"['Neil Etheridge', 'Fabricio Agosto Ramírez']","['Marcos Alonso', 'Kieran Trippier', 'Steve Cook', 'Ben Davies', 'James Tarkowski']","['David Silva', 'Mohamed Salah', 'Henrikh Mkhitaryan', 'Pedro Rodríguez Ledesma', 'Sadio Mané']","['Gabriel Fernando de Jesus', 'Troy Deeney', 'Danny Ings']",3,57
