,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[400, 67]","[482, 141, 3, 354, 9]","[59, 432, 122, 251, 364]","[437, 280, 45]",26,63
1,"['Lukasz Fabianski', 'Tom Heaton']","['Fabian Schär', 'Jeffrey Schlupp', 'Laurent Koscielny', 'Danny Rose', 'Calum Chambers']","['Pascal Groß', 'Diogo Jota', 'Eden Hazard', 'Sadio Mané', 'Christian Eriksen']","['Raúl Jiménez', 'Sergio Agüero', 'Joshua King']",26,63
