,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[445, 309]","[484, 425, 293, 479, 72]","[253, 489, 367, 122, 275]","[23, 305, 257]",19,80
1,"['Ben Foster', 'Martin Dubravka']","['Lucas Digne', 'Matt Doherty', 'Ashley Young', 'Matt Targett', 'James Tarkowski']","['Mohamed Salah', 'Robert Snodgrass', 'Heung-Min Son', 'Eden Hazard', 'Leroy Sané']","['Pierre-Emerick Aubameyang', 'Marcus Rashford', 'Roberto Firmino']",19,80
