,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[509, 25]","[247, 402, 403, 406, 219]","[233, 393, 80, 80, 317]","[326, 579, 493]",32,41
1,"['Sergio Rico', 'Artur Boruc']","['Andrew Robertson', 'Aaron Cresswell', 'Angelo Ogbonna', 'Declan Rice', 'Benjamin Chilwell']","['James Maddison', 'Richarlison de Andrade', 'Ashley Westwood', 'Ashley Westwood', 'Matt Ritchie']","['Ayoze Pérez', 'Gonzalo Higuaín', 'Salomón Rondón']",32,41
