,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[154, 282]","[484, 425, 118, 464, 357]","[253, 271, 301, 270, 302]","[280, 43, 134]",12,60
1,"['Jordan Pickford', 'David de Gea']","['Lucas Digne', 'Matt Doherty', 'Antonio Rüdiger', 'Fabián Balbuena', 'Kieran Trippier']","['Mohamed Salah', 'David Silva', 'Anthony Martial', 'Raheem Sterling', 'Paul Pogba']","['Sergio Agüero', 'Callum Wilson', 'Álvaro Morata']",12,60
