,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[490, 400]","[425, 483, 378, 220, 5]","[122, 271, 253, 270, 478]","[306, 22, 257]",6,64
1,"['Joe Hart', 'Lukasz Fabianski']","['Matt Doherty', 'Jonathan Castro Otto', 'José Holebas', 'Harry Maguire', 'Nacho Monreal']","['Eden Hazard', 'David Silva', 'Mohamed Salah', 'Raheem Sterling', 'André Schürrle']","['Romelu Lukaku', 'Alexandre Lacazette', 'Roberto Firmino']",6,64
