,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[154, 47]","[118, 464, 193, 484, 425]","[301, 302, 122, 271, 127]","[23, 43, 62]",11,54
1,"['Jordan Pickford', 'Mathew Ryan']","['Antonio Rüdiger', 'Fabián Balbuena', 'Chris Löwe', 'Lucas Digne', 'Matt Doherty']","['Anthony Martial', 'Paul Pogba', 'Eden Hazard', 'David Silva', 'Ross Barkley']","['Pierre-Emerick Aubameyang', 'Callum Wilson', 'Glenn Murray']",11,54
