,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[191, 47]","[220, 357, 425, 193, 142]","[172, 122, 270, 76, 302]","[372, 280, 480]",9,45
1,"['Jonas Lössl', 'Mathew Ryan']","['Harry Maguire', 'Kieran Trippier', 'Matt Doherty', 'Chris Löwe', 'Patrick van Aanholt']","['Gylfi Sigurdsson', 'Eden Hazard', 'Raheem Sterling', 'Johann Berg Gudmundsson', 'Paul Pogba']","['Harry Kane', 'Sergio Agüero', 'Aleksandar Mitrovic']",9,45
