,goalkeepers,defenders,midfielders,forwards,gameweek,score
0,"[191, 452]","[245, 246, 293, 141, 482]","[233, 18, 394, 489, 338]","[493, 306, 396]",30,50
1,"['Jonas Lössl', 'Angus Gunn']","['Trent Alexander-Arnold', 'Virgil van Dijk', 'Ashley Young', 'Jeffrey Schlupp', 'Fabian Schär']","['James Maddison', 'Henrikh Mkhitaryan', 'Gerard Deulofeu', 'Robert Snodgrass', 'James Ward-Prowse']","['Salomón Rondón', 'Romelu Lukaku', 'Troy Deeney']",30,50
